dataset: rConcept.arff
								--------------
 0.032942   14 A1==(49.980537-inf) equ A3==(49.980094-inf)
 0.032942   17 A1==(49.980537-inf) xor A3==(49.980094-inf)
 0.030797   35 A2 MULTIPLY A3
 0.030039    9 A2==(50.023122-inf) or A3==(49.980094-inf)
 0.02312    18 A2==(50.023122-inf) impl A3==(49.980094-inf)
 0.021919    6 A2==(50.023122-inf) and A3==(49.980094-inf)
 0.020547    8 A1==(49.980537-inf) and A3==(49.980094-inf)
 0.019368   25 A1 ADD A3
 0.017758   37 A1 MULTIPLY A3
 0.016673   11 A1==(49.980537-inf) or A3==(49.980094-inf)
 0.01597    20 A1==(49.980537-inf) impl A3==(49.980094-inf)
 0.014581   22 A1==(49.980537-inf) or A2==(50.023122-inf) or A3==(49.980094-inf)
 0.01428    38 A2 LESSTHAN A3
 0.013851    2 A2
 0.012237   40 A1 LESSTHAN A3
 0.010149   26 A2 SUBTRACT A3
 0.008821   24 A1 ADD A2
 0.008186   21 A1==(49.980537-inf) and A2==(50.023122-inf) and A3==(49.980094-inf)
 0.00805    10 A1==(49.980537-inf) or A2==(50.023122-inf)
 0.008004   36 A1 MULTIPLY A2
 0.007608   28 A1 SUBTRACT A3
 0.006561   42 A1_x_A2
 0.006195   13 A1==(49.980537-inf) equ A2==(50.023122-inf)
 0.006195   16 A1==(49.980537-inf) xor A2==(50.023122-inf)
 0.002538   19 A1==(49.980537-inf) impl A2==(50.023122-inf)
 0.001306   34 A3 DIVIDE A1
 0.001107   33 A1 DIVIDE A3
 0.001035   29 A2 DIVIDE A3
 0.000666   32 A2 DIVIDE A1
 0.000522   27 A1 SUBTRACT A2
 0.000247   31 A1 DIVIDE A2
 0.000187    7 A1==(49.980537-inf) and A2==(50.023122-inf)
-0.000142   30 A3 DIVIDE A2
-0.001372   39 A1 LESSTHAN A2
-0.004638    1 A1
-0.011824    5 A5
-0.012388    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.25
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  2
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.048535    41 A2_x_A3
 0.0461073   12 A2==(50.023122-inf) equ A3==(49.980094-inf)
 0.0461073   15 A2==(50.023122-inf) xor A3==(49.980094-inf)
 0.0374104    3 A3
 0.0349928   23 A2 ADD A3
 0.0324794   43 A1_x_A3
 0.0314939   35 A2 MULTIPLY A3
 0.0311329   17 A1==(49.978817-inf) xor A3==(49.980094-inf)
 0.0311329   14 A1==(49.978817-inf) equ A3==(49.980094-inf)
 0.0287575    9 A2==(50.023122-inf) or A3==(49.980094-inf)
 0.0237055    6 A2==(50.023122-inf) and A3==(49.980094-inf)
 0.0236676   18 A2==(50.023122-inf) impl A3==(49.980094-inf)
 0.0199729   25 A1 ADD A3
 0.0191766   38 A2 LESSTHAN A3
 0.0189776   37 A1 MULTIPLY A3
 0.0184045    8 A1==(49.978817-inf) and A3==(49.980094-inf)
 0.017045    11 A1==(49.978817-inf) or A3==(49.980094-inf)
 0.0150964   22 A1==(49.978817-inf) or A2==(50.023122-inf) or A3==(49.980094-inf)
 0.0140902   20 A1==(49.978817-inf) impl A3==(49.980094-inf)
 0.0135518    2 A2
 0.0130488   40 A1 LESSTHAN A3
 0.0106549   26 A2 SUBTRACT A3
 0.0089701   21 A1==(49.978817-inf) and A2==(50.023122-inf) and A3==(49.980094-inf)
 0.0085697   24 A1 ADD A2
 0.0083778   36 A1 MULTIPLY A2
 0.0082291   28 A1 SUBTRACT A3
 0.0075044   10 A1==(49.978817-inf) or A2==(50.023122-inf)
 0.0064123   13 A1==(49.978817-inf) equ A2==(50.023122-inf)
 0.0064123   16 A1==(49.978817-inf) xor A2==(50.023122-inf)
 0.0063558   42 A1_x_A2
 0.0034294   19 A1==(49.978817-inf) impl A2==(50.023122-inf)
 0.0015952   34 A3 DIVIDE A1
 0.0011675   33 A1 DIVIDE A3
 0.000899    29 A2 DIVIDE A3
 0.0006095   32 A2 DIVIDE A1
 0.0004509    7 A1==(49.978817-inf) and A2==(50.023122-inf)
 0.0002863   27 A1 SUBTRACT A2
 0.0002541   31 A1 DIVIDE A2
-0.0000673   30 A3 DIVIDE A2
-0.0036415   39 A1 LESSTHAN A2
-0.0047196    1 A1
-0.0122132    4 A4
-0.0125321    5 A5


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  3
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.045412    41 A2_x_A3
 0.0421111   12 A2==(50.023122-inf) equ A3==(49.983292-inf)
 0.0421111   15 A2==(50.023122-inf) xor A3==(49.983292-inf)
 0.0364503    3 A3
 0.0347659   23 A2 ADD A3
 0.0316557   43 A1_x_A3
 0.031596    35 A2 MULTIPLY A3
 0.0304637   14 A1==(49.980537-inf) equ A3==(49.983292-inf)
 0.0304637   17 A1==(49.980537-inf) xor A3==(49.983292-inf)
 0.0268198    9 A2==(50.023122-inf) or A3==(49.983292-inf)
 0.0230806    6 A2==(50.023122-inf) and A3==(49.983292-inf)
 0.0210841   38 A2 LESSTHAN A3
 0.020369    18 A2==(50.023122-inf) impl A3==(49.983292-inf)
 0.0193301   25 A1 ADD A3
 0.0179525   37 A1 MULTIPLY A3
 0.0175012    8 A1==(49.980537-inf) and A3==(49.983292-inf)
 0.017007    11 A1==(49.980537-inf) or A3==(49.983292-inf)
 0.0148983   20 A1==(49.980537-inf) impl A3==(49.983292-inf)
 0.0147684   40 A1 LESSTHAN A3
 0.0137866    2 A2
 0.0137215   22 A1==(49.980537-inf) or A2==(50.023122-inf) or A3==(49.983292-inf)
 0.0101253   26 A2 SUBTRACT A3
 0.0087232   24 A1 ADD A2
 0.0080949   28 A1 SUBTRACT A3
 0.0080866   36 A1 MULTIPLY A2
 0.0079584   10 A1==(49.980537-inf) or A2==(50.023122-inf)
 0.0068581   21 A1==(49.980537-inf) and A2==(50.023122-inf) and A3==(49.983292-inf)
 0.0061628   13 A1==(49.980537-inf) equ A2==(50.023122-inf)
 0.0061628   16 A1==(49.980537-inf) xor A2==(50.023122-inf)
 0.0058609   42 A1_x_A2
 0.0017238   29 A2 DIVIDE A3
 0.0016632   34 A3 DIVIDE A1
 0.0013808   19 A1==(49.980537-inf) impl A2==(50.023122-inf)
 0.0006656   33 A1 DIVIDE A3
 0.0005339   32 A2 DIVIDE A1
 0.0003064   27 A1 SUBTRACT A2
 0.000201    31 A1 DIVIDE A2
-0.000077    30 A3 DIVIDE A2
-0.0002664    7 A1==(49.980537-inf) and A2==(50.023122-inf)
-0.0035007   39 A1 LESSTHAN A2
-0.0046388    1 A1
-0.0118915    4 A4
-0.0121497    5 A5


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.25
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.25
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  4
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.04623    41 A2_x_A3
 0.044029   15 A2==(50.023122-inf) xor A3==(49.980094-inf)
 0.044029   12 A2==(50.023122-inf) equ A3==(49.980094-inf)
 0.037448    3 A3
 0.034929   23 A2 ADD A3
 0.031179   43 A1_x_A3
 0.031069   35 A2 MULTIPLY A3
 0.030378   14 A1==(49.980537-inf) equ A3==(49.980094-inf)
 0.030378   17 A1==(49.980537-inf) xor A3==(49.980094-inf)
 0.027279    9 A2==(50.023122-inf) or A3==(49.980094-inf)
 0.024021   18 A2==(50.023122-inf) impl A3==(49.980094-inf)
 0.022429    6 A2==(50.023122-inf) and A3==(49.980094-inf)
 0.020138   25 A1 ADD A3
 0.018563   37 A1 MULTIPLY A3
 0.017751   38 A2 LESSTHAN A3
 0.016952   11 A1==(49.980537-inf) or A3==(49.980094-inf)
 0.016456    8 A1==(49.980537-inf) and A3==(49.980094-inf)
 0.014331   40 A1 LESSTHAN A3
 0.013897   22 A1==(49.980537-inf) or A2==(50.023122-inf) or A3==(49.980094-inf)
 0.013425   20 A1==(49.980537-inf) impl A3==(49.980094-inf)
 0.013231    2 A2
 0.010181   26 A2 SUBTRACT A3
 0.009146   10 A1==(49.980537-inf) or A2==(50.023122-inf)
 0.008692   24 A1 ADD A2
 0.008309   28 A1 SUBTRACT A3
 0.008033   36 A1 MULTIPLY A2
 0.006013   42 A1_x_A2
 0.005758   13 A1==(49.980537-inf) equ A2==(50.023122-inf)
 0.005758   16 A1==(49.980537-inf) xor A2==(50.023122-inf)
 0.005093   21 A1==(49.980537-inf) and A2==(50.023122-inf) and A3==(49.980094-inf)
 0.001426   34 A3 DIVIDE A1
 0.001072   33 A1 DIVIDE A3
 0.001072   19 A1==(49.980537-inf) impl A2==(50.023122-inf)
 0.000983   29 A2 DIVIDE A3
 0.000641   32 A2 DIVIDE A1
 0.000235   31 A1 DIVIDE A2
 0.000112   27 A1 SUBTRACT A2
-0.000114   30 A3 DIVIDE A2
-0.000411   39 A1 LESSTHAN A2
-0.001409    7 A1==(49.980537-inf) and A2==(50.023122-inf)
-0.00444     1 A1
-0.012006    5 A5
-0.012335    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  5
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.052022   41 A2_x_A3
 0.049176   12 A2==(50.079135-inf) equ A3==(49.980094-inf)
 0.049176   15 A2==(50.079135-inf) xor A3==(49.980094-inf)
 0.037092    3 A3
 0.035071   23 A2 ADD A3
 0.033048   43 A1_x_A3
 0.031628   17 A1==(49.980537-inf) xor A3==(49.980094-inf)
 0.031628   14 A1==(49.980537-inf) equ A3==(49.980094-inf)
 0.031375   35 A2 MULTIPLY A3
 0.030783    9 A2==(50.079135-inf) or A3==(49.980094-inf)
 0.025135   18 A2==(50.079135-inf) impl A3==(49.980094-inf)
 0.02513     6 A2==(50.079135-inf) and A3==(49.980094-inf)
 0.019864   25 A1 ADD A3
 0.01884    11 A1==(49.980537-inf) or A3==(49.980094-inf)
 0.01789    37 A1 MULTIPLY A3
 0.016786    8 A1==(49.980537-inf) and A3==(49.980094-inf)
 0.016031   38 A2 LESSTHAN A3
 0.01483    22 A1==(49.980537-inf) or A2==(50.079135-inf) or A3==(49.980094-inf)
 0.014051    2 A2
 0.013615   20 A1==(49.980537-inf) impl A3==(49.980094-inf)
 0.013493   40 A1 LESSTHAN A3
 0.010424   26 A2 SUBTRACT A3
 0.008688   24 A1 ADD A2
 0.008141   28 A1 SUBTRACT A3
 0.008138   36 A1 MULTIPLY A2
 0.00773    21 A1==(49.980537-inf) and A2==(50.079135-inf) and A3==(49.980094-inf)
 0.007572   42 A1_x_A2
 0.006986   10 A1==(49.980537-inf) or A2==(50.079135-inf)
 0.006769   13 A1==(49.980537-inf) equ A2==(50.079135-inf)
 0.006769   16 A1==(49.980537-inf) xor A2==(50.079135-inf)
 0.003398   19 A1==(49.980537-inf) impl A2==(50.079135-inf)
 0.00228    31 A1 DIVIDE A2
 0.002137    7 A1==(49.980537-inf) and A2==(50.079135-inf)
 0.001541   30 A3 DIVIDE A2
 0.001342   34 A3 DIVIDE A1
 0.000974   33 A1 DIVIDE A3
 0.000842   29 A2 DIVIDE A3
 0.00051    32 A2 DIVIDE A1
 0.000394   27 A1 SUBTRACT A2
-0.002114   39 A1 LESSTHAN A2
-0.004765    1 A1
-0.012373    5 A5
-0.012609    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  6
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.0480715   41 A2_x_A3
 0.0448835   12 A2==(50.014562-inf) equ A3==(49.980094-inf)
 0.0448835   15 A2==(50.014562-inf) xor A3==(49.980094-inf)
 0.0364086    3 A3
 0.0346      23 A2 ADD A3
 0.0341546   43 A1_x_A3
 0.0333375   14 A1==(49.980537-inf) equ A3==(49.980094-inf)
 0.0333375   17 A1==(49.980537-inf) xor A3==(49.980094-inf)
 0.0306132   35 A2 MULTIPLY A3
 0.0298193    9 A2==(50.014562-inf) or A3==(49.980094-inf)
 0.0233349   18 A2==(50.014562-inf) impl A3==(49.980094-inf)
 0.0223343    6 A2==(50.014562-inf) and A3==(49.980094-inf)
 0.0196062   25 A1 ADD A3
 0.0185106    8 A1==(49.980537-inf) and A3==(49.980094-inf)
 0.0184904   37 A1 MULTIPLY A3
 0.0178598   11 A1==(49.980537-inf) or A3==(49.980094-inf)
 0.0177932   38 A2 LESSTHAN A3
 0.0158693   20 A1==(49.980537-inf) impl A3==(49.980094-inf)
 0.0135753   22 A1==(49.980537-inf) or A2==(50.014562-inf) or A3==(49.980094-inf)
 0.0134994    2 A2
 0.0128406   40 A1 LESSTHAN A3
 0.0099119   26 A2 SUBTRACT A3
 0.008605    24 A1 ADD A2
 0.0083432   36 A1 MULTIPLY A2
 0.0082462   21 A1==(49.980537-inf) and A2==(50.014562-inf) and A3==(49.980094-inf)
 0.008032    28 A1 SUBTRACT A3
 0.0067265   42 A1_x_A2
 0.006563    16 A1==(49.980537-inf) xor A2==(50.014562-inf)
 0.006563    13 A1==(49.980537-inf) equ A2==(50.014562-inf)
 0.0064802   10 A1==(49.980537-inf) or A2==(50.014562-inf)
 0.0034344   19 A1==(49.980537-inf) impl A2==(50.014562-inf)
 0.0024391    7 A1==(49.980537-inf) and A2==(50.014562-inf)
 0.0012327   34 A3 DIVIDE A1
 0.0009899   33 A1 DIVIDE A3
 0.0007568   29 A2 DIVIDE A3
 0.0004583   27 A1 SUBTRACT A2
 0.0004485   32 A2 DIVIDE A1
 0.0003085   31 A1 DIVIDE A2
-0.0000854   30 A3 DIVIDE A2
-0.0014313   39 A1 LESSTHAN A2
-0.0043396    1 A1
-0.0121583    5 A5
-0.0125698    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.25
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  7
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.051396   41 A2_x_A3
 0.048531   12 A2==(50.023122-inf) equ A3==(49.980094-inf)
 0.048531   15 A2==(50.023122-inf) xor A3==(49.980094-inf)
 0.037005    3 A3
 0.035423   43 A1_x_A3
 0.034941   23 A2 ADD A3
 0.034053   17 A1==(49.980537-inf) xor A3==(49.980094-inf)
 0.034053   14 A1==(49.980537-inf) equ A3==(49.980094-inf)
 0.03182     9 A2==(50.023122-inf) or A3==(49.980094-inf)
 0.031587   35 A2 MULTIPLY A3
 0.026628   18 A2==(50.023122-inf) impl A3==(49.980094-inf)
 0.02333     6 A2==(50.023122-inf) and A3==(49.980094-inf)
 0.019517   38 A2 LESSTHAN A3
 0.019427   25 A1 ADD A3
 0.019032   11 A1==(49.980537-inf) or A3==(49.980094-inf)
 0.018621    8 A1==(49.980537-inf) and A3==(49.980094-inf)
 0.018016   37 A1 MULTIPLY A3
 0.015952   22 A1==(49.980537-inf) or A2==(50.023122-inf) or A3==(49.980094-inf)
 0.014938   20 A1==(49.980537-inf) impl A3==(49.980094-inf)
 0.014721   40 A1 LESSTHAN A3
 0.013949    2 A2
 0.010349   26 A2 SUBTRACT A3
 0.008615   24 A1 ADD A2
 0.00807    28 A1 SUBTRACT A3
 0.008056   36 A1 MULTIPLY A2
 0.007769   10 A1==(49.980537-inf) or A2==(50.023122-inf)
 0.007382   21 A1==(49.980537-inf) and A2==(50.023122-inf) and A3==(49.980094-inf)
 0.006803   13 A1==(49.980537-inf) equ A2==(50.023122-inf)
 0.006803   16 A1==(49.980537-inf) xor A2==(50.023122-inf)
 0.006793   42 A1_x_A2
 0.00134    34 A3 DIVIDE A1
 0.001295   19 A1==(49.980537-inf) impl A2==(50.023122-inf)
 0.00107    33 A1 DIVIDE A3
 0.000933   29 A2 DIVIDE A3
 0.000821   32 A2 DIVIDE A1
 0.000655    7 A1==(49.980537-inf) and A2==(50.023122-inf)
 0.000299   27 A1 SUBTRACT A2
-0.000116   31 A1 DIVIDE A2
-0.000221   30 A3 DIVIDE A2
-0.000751   39 A1 LESSTHAN A2
-0.005257    1 A1
-0.011988    5 A5
-0.012347    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.25
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  8
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.0528318   41 A2_x_A3
 0.049481    15 A2==(50.023122-inf) xor A3==(49.96251-inf)
 0.049481    12 A2==(50.023122-inf) equ A3==(49.96251-inf)
 0.0386388   43 A1_x_A3
 0.0377626   14 A1==(50.015841-inf) equ A3==(49.96251-inf)
 0.0377626   17 A1==(50.015841-inf) xor A3==(49.96251-inf)
 0.0359436    3 A3
 0.0342999   23 A2 ADD A3
 0.0319009    9 A2==(50.023122-inf) or A3==(49.96251-inf)
 0.031132    35 A2 MULTIPLY A3
 0.0253534   18 A2==(50.023122-inf) impl A3==(49.96251-inf)
 0.0252855    6 A2==(50.023122-inf) and A3==(49.96251-inf)
 0.0219503   11 A1==(50.015841-inf) or A3==(49.96251-inf)
 0.0194607   25 A1 ADD A3
 0.0194179    8 A1==(50.015841-inf) and A3==(49.96251-inf)
 0.018011    37 A1 MULTIPLY A3
 0.0176985   20 A1==(50.015841-inf) impl A3==(49.96251-inf)
 0.0160364   38 A2 LESSTHAN A3
 0.0152159   22 A1==(50.015841-inf) or A2==(50.023122-inf) or A3==(49.96251-inf)
 0.0137258   40 A1 LESSTHAN A3
 0.0137157    2 A2
 0.0099097   26 A2 SUBTRACT A3
 0.0087107   42 A1_x_A2
 0.0086394   24 A1 ADD A2
 0.0085311   10 A1==(50.015841-inf) or A2==(50.023122-inf)
 0.0083159   36 A1 MULTIPLY A2
 0.0080025   16 A1==(50.015841-inf) xor A2==(50.023122-inf)
 0.0080025   13 A1==(50.015841-inf) equ A2==(50.023122-inf)
 0.0076247   28 A1 SUBTRACT A3
 0.0068068   21 A1==(50.015841-inf) and A2==(50.023122-inf) and A3==(49.96251-inf)
 0.003722    19 A1==(50.015841-inf) impl A2==(50.023122-inf)
 0.0014361    7 A1==(50.015841-inf) and A2==(50.023122-inf)
 0.0010426   34 A3 DIVIDE A1
 0.0009147   33 A1 DIVIDE A3
 0.0007501   29 A2 DIVIDE A3
 0.0007376   27 A1 SUBTRACT A2
 0.0005867   32 A2 DIVIDE A1
 0.0000765   31 A1 DIVIDE A2
-0.0000583   30 A3 DIVIDE A2
-0.0001785   39 A1 LESSTHAN A2
-0.0044558    1 A1
-0.0113881    5 A5
-0.0122296    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.25
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold  9
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.0495012   41 A2_x_A3
 0.0463446   12 A2==(50.023122-inf) equ A3==(49.980094-inf)
 0.0463446   15 A2==(50.023122-inf) xor A3==(49.980094-inf)
 0.0359591    3 A3
 0.0343921   23 A2 ADD A3
 0.0328096   43 A1_x_A3
 0.0320288   14 A1==(49.980537-inf) equ A3==(49.980094-inf)
 0.0320288   17 A1==(49.980537-inf) xor A3==(49.980094-inf)
 0.0310094   35 A2 MULTIPLY A3
 0.0305629    9 A2==(50.023122-inf) or A3==(49.980094-inf)
 0.024591    18 A2==(50.023122-inf) impl A3==(49.980094-inf)
 0.0228357    6 A2==(50.023122-inf) and A3==(49.980094-inf)
 0.0194647   25 A1 ADD A3
 0.018617    37 A1 MULTIPLY A3
 0.0182118   38 A2 LESSTHAN A3
 0.0179458   11 A1==(49.980537-inf) or A3==(49.980094-inf)
 0.0174528    8 A1==(49.980537-inf) and A3==(49.980094-inf)
 0.0148181   22 A1==(49.980537-inf) or A2==(50.023122-inf) or A3==(49.980094-inf)
 0.014756    20 A1==(49.980537-inf) impl A3==(49.980094-inf)
 0.0140387    2 A2
 0.0136666   40 A1 LESSTHAN A3
 0.0103131   26 A2 SUBTRACT A3
 0.0087033   24 A1 ADD A2
 0.0081994   36 A1 MULTIPLY A2
 0.0079971   21 A1==(49.980537-inf) and A2==(50.023122-inf) and A3==(49.980094-inf)
 0.0075799   28 A1 SUBTRACT A3
 0.0056646   10 A1==(49.980537-inf) or A2==(50.023122-inf)
 0.0044732   42 A1_x_A2
 0.0040792   13 A1==(49.980537-inf) equ A2==(50.023122-inf)
 0.0040792   16 A1==(49.980537-inf) xor A2==(50.023122-inf)
 0.0025691   19 A1==(49.980537-inf) impl A2==(50.023122-inf)
 0.0012092   33 A1 DIVIDE A3
 0.0010867   29 A2 DIVIDE A3
 0.0009092   34 A3 DIVIDE A1
 0.000567     7 A1==(49.980537-inf) and A2==(50.023122-inf)
 0.0004973   32 A2 DIVIDE A1
 0.0004871   27 A1 SUBTRACT A2
 0.0003393   31 A1 DIVIDE A2
 0.0000311   30 A3 DIVIDE A2
-0.0033007   39 A1 LESSTHAN A2
-0.0049433    1 A1
-0.0119526    5 A5
-0.0122535    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.0
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.0
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
									Fold 10
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.0486362   41 A2_x_A3
 0.0462286   12 A2==(50.023122-inf) equ A3==(49.980094-inf)
 0.0462286   15 A2==(50.023122-inf) xor A3==(49.980094-inf)
 0.0369609    3 A3
 0.0345057   23 A2 ADD A3
 0.0341304   43 A1_x_A3
 0.0320356   17 A1==(49.980537-inf) xor A3==(49.980094-inf)
 0.0320356   14 A1==(49.980537-inf) equ A3==(49.980094-inf)
 0.0311529   35 A2 MULTIPLY A3
 0.0290622    9 A2==(50.023122-inf) or A3==(49.980094-inf)
 0.0239715    6 A2==(50.023122-inf) and A3==(49.980094-inf)
 0.0232647   18 A2==(50.023122-inf) impl A3==(49.980094-inf)
 0.0196706   38 A2 LESSTHAN A3
 0.0194902   25 A1 ADD A3
 0.0187567    8 A1==(49.980537-inf) and A3==(49.980094-inf)
 0.0180664   37 A1 MULTIPLY A3
 0.0175582   11 A1==(49.980537-inf) or A3==(49.980094-inf)
 0.0146506   22 A1==(49.980537-inf) or A2==(50.023122-inf) or A3==(49.980094-inf)
 0.0141313   40 A1 LESSTHAN A3
 0.0139307   20 A1==(49.980537-inf) impl A3==(49.980094-inf)
 0.0130678    2 A2
 0.0102817   26 A2 SUBTRACT A3
 0.0085486   21 A1==(49.980537-inf) and A2==(50.023122-inf) and A3==(49.980094-inf)
 0.0082978   24 A1 ADD A2
 0.0080803   10 A1==(49.980537-inf) or A2==(50.023122-inf)
 0.008049    28 A1 SUBTRACT A3
 0.0078411   36 A1 MULTIPLY A2
 0.0075524   42 A1_x_A2
 0.0073398   13 A1==(49.980537-inf) equ A2==(50.023122-inf)
 0.0073398   16 A1==(49.980537-inf) xor A2==(50.023122-inf)
 0.0043957   19 A1==(49.980537-inf) impl A2==(50.023122-inf)
 0.0011275   33 A1 DIVIDE A3
 0.0009304    7 A1==(49.980537-inf) and A2==(50.023122-inf)
 0.0009158   29 A2 DIVIDE A3
 0.0009108   34 A3 DIVIDE A1
 0.0004472   32 A2 DIVIDE A1
 0.0002795   31 A1 DIVIDE A2
 0.0000283   27 A1 SUBTRACT A2
-0.0000505   30 A3 DIVIDE A2
-0.0007756   39 A1 LESSTHAN A2
-0.0050473    1 A1
-0.0114217    5 A5
-0.0121033    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.25
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
dataset: rLinNoisy.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.060596   41 A2_x_A3
 0.058037   15 A2==(49.920582-inf) xor A3==(50.031504-inf)
 0.058037   12 A2==(49.920582-inf) equ A3==(50.031504-inf)
 0.037618    3 A3
 0.036994   43 A1_x_A3
 0.035219   14 A1==(49.944829-inf) equ A3==(50.031504-inf)
 0.035219   17 A1==(49.944829-inf) xor A3==(50.031504-inf)
 0.033339    9 A2==(49.920582-inf) or A3==(50.031504-inf)
 0.032726   23 A2 ADD A3
 0.031885    6 A2==(49.920582-inf) and A3==(50.031504-inf)
 0.031077   35 A2 MULTIPLY A3
 0.029328   18 A2==(49.920582-inf) impl A3==(50.031504-inf)
 0.021678   11 A1==(49.944829-inf) or A3==(50.031504-inf)
 0.020409   25 A1 ADD A3
 0.018514   37 A1 MULTIPLY A3
 0.017255    8 A1==(49.944829-inf) and A3==(50.031504-inf)
 0.017182   22 A1==(49.944829-inf) or A2==(49.920582-inf) or A3==(50.031504-inf)
 0.014807   20 A1==(49.944829-inf) impl A3==(50.031504-inf)
 0.013004    2 A2
 0.012233   21 A1==(49.944829-inf) and A2==(49.920582-inf) and A3==(50.031504-inf)
 0.011986   38 A2 LESSTHAN A3
 0.011619   40 A1 LESSTHAN A3
 0.011064   26 A2 SUBTRACT A3
 0.008381   24 A1 ADD A2
 0.008367   42 A1_x_A2
 0.008238   16 A1==(49.944829-inf) xor A2==(49.920582-inf)
 0.008238   13 A1==(49.944829-inf) equ A2==(49.920582-inf)
 0.007577   28 A1 SUBTRACT A3
 0.007528   10 A1==(49.944829-inf) or A2==(49.920582-inf)
 0.006518   36 A1 MULTIPLY A2
 0.004303   19 A1==(49.944829-inf) impl A2==(49.920582-inf)
 0.003066   39 A1 LESSTHAN A2
 0.002386    7 A1==(49.944829-inf) and A2==(49.920582-inf)
 0.001065   29 A2 DIVIDE A3
 0.00064    34 A3 DIVIDE A1
 0.00048    32 A2 DIVIDE A1
 0.000425   33 A1 DIVIDE A3
-0.000229   30 A3 DIVIDE A2
-0.000236   31 A1 DIVIDE A2
-0.000289   27 A1 SUBTRACT A2
-0.005074    1 A1
-0.011573    5 A5
-0.012817    4 A4


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.25
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.0
								--------------
