dataset: rConcept.arff
								--------------
 0.00174064    30 A1==(49.977531-inf) equ A3==(49.924006-inf)
 0.00156176    75 A2==(50.020287-inf) or A3==(49.924006-inf) or A5==(50.052645-inf)
 0.00155481   140 A1_x_A3
 0.00150041    94 A2 SUBTRACT A5
 0.0014738      2 A2
 0.00141752   135 A1 LESSTHAN A5
 0.00131727   138 A1_x_A2
 0.00126896    81 A3 ADD A5
 0.00125954    50 A1==(49.977531-inf) impl A3==(49.924006-inf)
 0.00117158    66 A1==(49.977531-inf) or A3==(49.924006-inf) or A5==(50.052645-inf)
 0.00113542    19 A2==(50.020287-inf) or A3==(49.924006-inf)
 0.0010469      5 A5
 0.00102471    84 A2 ADD A5
 0.00083942    38 A1==(49.977531-inf) xor A2==(50.020287-inf)
 0.00083942    28 A1==(49.977531-inf) equ A2==(50.020287-inf)
 0.00074427    89 A2 SUBTRACT A3
 0.00072908    33 A1==(49.977531-inf) equ A4==(50.042987-inf)
 0.00072908    43 A1==(49.977531-inf) xor A4==(50.042987-inf)
 0.00061078   113 A5 DIVIDE A2
 0.00060441    78 A1 ADD A2
 0.00059936    88 A1 SUBTRACT A2
 0.00052478   109 A4 DIVIDE A2
 0.00050893    92 A2 SUBTRACT A4
 0.00050519   103 A3 DIVIDE A2
 0.00050354   100 A1 DIVIDE A2
 0.00047087    97 A5 DIVIDE A4
 0.00044293    85 A1 ADD A5
 0.00044203   120 A1 MULTIPLY A3
 0.00044117   106 A3 DIVIDE A5
 0.00036041     6 A4==(50.042987-inf) and A5==(50.052645-inf)
 0.00035057    24 A2==(50.020287-inf) or A5==(50.052645-inf)
 0.00032716    80 A1 ADD A3
 0.00026997    98 A3 DIVIDE A4
 0.00020654    95 A1 SUBTRACT A5
 0.000177     110 A1 DIVIDE A4
 0.00014964   123 A1 MULTIPLY A4
 0.00014267    86 A4 SUBTRACT A5
 0.0001004     79 A2 ADD A3
 0.00009388    76 A4 ADD A5
 0.00006368   118 A1 MULTIPLY A2
 0.00004955   121 A3 MULTIPLY A5
 0.00002245    96 A4 DIVIDE A5
 0.00001281    63 A1==(49.977531-inf) and A2==(50.020287-inf) and A5==(50.052645-inf)
-0.00000139   125 A1 MULTIPLY A5
-0.00000333   114 A1 DIVIDE A5
-0.00001124     1 A1
-0.00002279   112 A2 DIVIDE A5
-0.00008506   143 A1_x_A4
-0.00010676   132 A2 LESSTHAN A4
-0.0001546     83 A1 ADD A4
-0.000158     108 A2 DIVIDE A4
-0.00021335   111 A4 DIVIDE A1
-0.00023198    90 A1 SUBTRACT A3
-0.00027308   115 A5 DIVIDE A1
-0.00027958   124 A2 MULTIPLY A5
-0.00028397    25 A1==(49.977531-inf) or A5==(50.052645-inf)
-0.00029499   105 A3 DIVIDE A1
-0.00033345    91 A3 SUBTRACT A5
-0.00033853     3 A3
-0.00035132    49 A2==(50.020287-inf) impl A3==(49.924006-inf)
-0.00039029    77 A3 ADD A4
-0.00041361    15 A1==(49.977531-inf) and A5==(50.052645-inf)
-0.00042661   107 A5 DIVIDE A3
-0.00044469    82 A2 ADD A4
-0.000489     101 A2 DIVIDE A1
-0.00051215   104 A1 DIVIDE A3
-0.00051447    62 A1==(49.977531-inf) and A3==(49.924006-inf) and A4==(50.042987-inf)
-0.00051734    93 A1 SUBTRACT A4
-0.0005182    102 A2 DIVIDE A3
-0.00062875    99 A4 DIVIDE A3
-0.00064056   116 A4 MULTIPLY A5
-0.00071272   119 A2 MULTIPLY A3
-0.00071804   145 A1_x_A5
-0.00077184    56 A1==(49.977531-inf) and A3==(49.924006-inf) and A5==(50.052645-inf)
-0.00077532    21 A3==(49.924006-inf) or A5==(50.052645-inf)
-0.00081515    39 A2==(50.020287-inf) xor A3==(49.924006-inf)
-0.00081515    29 A2==(50.020287-inf) equ A3==(49.924006-inf)
-0.00084135    87 A3 SUBTRACT A4
-0.00093285    54 A2==(50.020287-inf) impl A5==(50.052645-inf)
-0.00104231   122 A2 MULTIPLY A4
-0.001094     139 A2_x_A3
-0.00117008     4 A4
-0.00118903   117 A3 MULTIPLY A4
-0.0011915     10 A1==(49.977531-inf) and A3==(49.924006-inf)
-0.00123915    67 A1==(49.977531-inf) or A2==(50.020287-inf) or A4==(50.042987-inf)
-0.00124142    58 A2==(50.020287-inf) and A4==(50.042987-inf) and A5==(50.052645-inf)
-0.00162198    44 A2==(50.020287-inf) xor A5==(50.052645-inf)
-0.00162198    34 A2==(50.020287-inf) equ A5==(50.052645-inf)
-0.00165947    74 A3==(49.924006-inf) or A4==(50.042987-inf) or A5==(50.052645-inf)
-0.00175083   144 A2_x_A5
-0.00182997    17 A3==(49.924006-inf) or A4==(50.042987-inf)
-0.00185781    57 A1==(49.977531-inf) and A2==(50.020287-inf) and A4==(50.042987-inf)
-0.00186971    14 A2==(50.020287-inf) and A5==(50.052645-inf)
-0.00205197   127 A3 LESSTHAN A4
-0.00217192     8 A1==(49.977531-inf) and A2==(50.020287-inf)
-0.00229824    35 A1==(49.977531-inf) equ A5==(50.052645-inf)
-0.00229824    45 A1==(49.977531-inf) xor A5==(50.052645-inf)
-0.00230921    55 A1==(49.977531-inf) impl A5==(50.052645-inf)
-0.00244133    36 A4==(50.042987-inf) xor A5==(50.052645-inf)
-0.00244133    26 A4==(50.042987-inf) equ A5==(50.052645-inf)
-0.00248558   141 A3_x_A5
-0.00266536    31 A3==(49.924006-inf) equ A5==(50.052645-inf)
-0.00266536    41 A3==(49.924006-inf) xor A5==(50.052645-inf)
-0.00266815    64 A3==(49.924006-inf) and A4==(50.042987-inf) and A5==(50.052645-inf)
-0.00270276     9 A2==(50.020287-inf) and A3==(49.924006-inf)
-0.00283599    11 A3==(49.924006-inf) and A5==(50.052645-inf)
-0.00327027     7 A3==(49.924006-inf) and A4==(50.042987-inf)
-0.0033918     47 A3==(49.924006-inf) impl A4==(50.042987-inf)
-0.0034866     48 A1==(49.977531-inf) impl A2==(50.020287-inf)
-0.00350767   136 A4_x_A5
-0.00354227    65 A2==(50.020287-inf) and A3==(49.924006-inf) and A5==(50.052645-inf)
-0.0036385     60 A1==(49.977531-inf) and A2==(50.020287-inf) and A3==(49.924006-inf)
-0.00366257    59 A2==(50.020287-inf) and A3==(49.924006-inf) and A4==(50.042987-inf)
-0.00371693   130 A1 LESSTHAN A3
-0.00378604    52 A2==(50.020287-inf) impl A4==(50.042987-inf)
-0.00385576    16 A4==(50.042987-inf) or A5==(50.052645-inf)
-0.00385821   142 A2_x_A4
-0.00389895   133 A1 LESSTHAN A4
-0.00407537    32 A2==(50.020287-inf) equ A4==(50.042987-inf)
-0.00407537    42 A2==(50.020287-inf) xor A4==(50.042987-inf)
-0.00409595   137 A3_x_A4
-0.00412472    27 A3==(49.924006-inf) equ A4==(50.042987-inf)
-0.00412472    37 A3==(49.924006-inf) xor A4==(50.042987-inf)
-0.0043482     72 A1==(49.977531-inf) or A3==(49.924006-inf) or A4==(50.042987-inf)
-0.00442308    46 A4==(50.042987-inf) impl A5==(50.052645-inf)
-0.00505663    71 A1==(49.977531-inf) or A4==(50.042987-inf) or A5==(50.052645-inf)
-0.00565127    23 A1==(49.977531-inf) or A4==(50.042987-inf)
-0.00647416    12 A2==(50.020287-inf) and A4==(50.042987-inf)


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.25
								--------------
									Fold  7
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.0085749   134 A2 LESSTHAN A5
 0.0060954    13 A1==(49.977531-inf) and A4==(50.036435-inf)
 0.0060787   128 A1 LESSTHAN A2
 0.0047904    20 A1==(49.977531-inf) or A3==(49.923467-inf)
 0.0040605    53 A1==(49.977531-inf) impl A4==(50.036435-inf)
 0.0035428   129 A2 LESSTHAN A3
 0.0033523    50 A1==(49.977531-inf) impl A3==(49.923467-inf)
 0.0032853    68 A2==(50.020287-inf) or A4==(50.036435-inf) or A5==(50.052645-inf)
 0.0029573    66 A1==(49.977531-inf) or A3==(49.923467-inf) or A5==(50.052645-inf)
 0.0026315   132 A2 LESSTHAN A4
 0.0024353    30 A1==(49.977531-inf) equ A3==(49.923467-inf)
 0.0024353    40 A1==(49.977531-inf) xor A3==(49.923467-inf)
 0.0022512    61 A1==(49.977531-inf) and A4==(50.036435-inf) and A5==(50.052645-inf)
 0.0021718   140 A1_x_A3
 0.0020476    43 A1==(49.977531-inf) xor A4==(50.036435-inf)
 0.0020476    33 A1==(49.977531-inf) equ A4==(50.036435-inf)
 0.0019182   143 A1_x_A4
 0.0018655   131 A3 LESSTHAN A5
 0.0017257   135 A1 LESSTHAN A5
 0.0016745    75 A2==(50.020287-inf) or A3==(49.923467-inf) or A5==(50.052645-inf)
 0.0014153   126 A3 LESSTHAN A4
 0.0013809    81 A3 ADD A5
 0.0013784     8 A1==(49.977531-inf) and A2==(50.020287-inf)
 0.0013405     2 A2
 0.0012536    88 A1 SUBTRACT A2
 0.0011949    22 A2==(50.020287-inf) or A4==(50.036435-inf)
 0.0011634    94 A2 SUBTRACT A5
 0.0011312   127 A4 LESSTHAN A5
 0.0010619   138 A1_x_A2
 0.0010234   110 A1 DIVIDE A4
 0.0009381    38 A1==(49.977531-inf) xor A2==(50.020287-inf)
 0.0009381    28 A1==(49.977531-inf) equ A2==(50.020287-inf)
 0.0009342     6 A3==(49.923467-inf) and A4==(50.036435-inf)
 0.0009336    96 A3 DIVIDE A4
 0.0009269   108 A2 DIVIDE A4
 0.0008919    89 A2 SUBTRACT A3
 0.0008579   100 A1 DIVIDE A2
 0.0008574    58 A2==(50.020287-inf) and A4==(50.036435-inf) and A5==(50.052645-inf)
 0.000856     99 A5 DIVIDE A4
 0.0008218   106 A3 DIVIDE A5
 0.0008083    57 A1==(49.977531-inf) and A2==(50.020287-inf) and A4==(50.036435-inf)
 0.0007522   113 A5 DIVIDE A2
 0.0007294   123 A1 MULTIPLY A4
 0.0006939   109 A4 DIVIDE A2
 0.000679    103 A3 DIVIDE A2
 0.000658     92 A2 SUBTRACT A4
 0.0006094   120 A1 MULTIPLY A3
 0.0005904    80 A1 ADD A3
 0.0005621    84 A2 ADD A5
 0.0005536   130 A1 LESSTHAN A3
 0.0004275    83 A1 ADD A4
 0.0003656    60 A1==(49.977531-inf) and A3==(49.923467-inf) and A4==(50.036435-inf)
 0.0002951    90 A1 SUBTRACT A3
 0.0002554   114 A1 DIVIDE A5
 0.0002511    59 A2==(50.020287-inf) and A3==(49.923467-inf) and A4==(50.036435-inf)
 0.0002379     5 A5
 0.0001776    95 A1 SUBTRACT A5
 0.0001739     3 A3
 0.0001586    87 A4 SUBTRACT A5
 0.0001457     1 A1
 0.0001426   121 A3 MULTIPLY A5
 0.000141    112 A2 DIVIDE A5
 0.0001009    79 A2 ADD A3
 0.0000409    78 A1 ADD A2
 0.0000393    98 A4 DIVIDE A5
-0.0000279    76 A3 ADD A4
-0.0000291   118 A1 MULTIPLY A2
-0.0000355    69 A2==(50.020287-inf) or A3==(49.923467-inf) or A4==(50.036435-inf)
-0.0000449    77 A4 ADD A5
-0.0000467    85 A1 ADD A5
-0.0001133    63 A1==(49.977531-inf) and A2==(50.020287-inf) and A5==(50.052645-inf)
-0.000138     18 A1==(49.977531-inf) or A2==(50.020287-inf)
-0.0001774    49 A2==(50.020287-inf) impl A3==(49.923467-inf)
-0.0001964    82 A2 ADD A4
-0.0002212     7 A4==(50.036435-inf) and A5==(50.052645-inf)
-0.0002494    86 A3 SUBTRACT A4
-0.0002736   111 A4 DIVIDE A1
-0.0003072    21 A3==(49.923467-inf) or A5==(50.052645-inf)
-0.0003287   115 A5 DIVIDE A1
-0.0003643   105 A3 DIVIDE A1
-0.0003911    93 A1 SUBTRACT A4
-0.0004498   125 A1 MULTIPLY A5
-0.0004607    19 A2==(50.020287-inf) or A3==(49.923467-inf)
-0.0005057   101 A2 DIVIDE A1
-0.0005085     4 A4
-0.0005115   116 A3 MULTIPLY A4
-0.0005674    51 A3==(49.923467-inf) impl A5==(50.052645-inf)
-0.0006258   117 A4 MULTIPLY A5
-0.0006483   104 A1 DIVIDE A3
-0.0006561    91 A3 SUBTRACT A5
-0.0006604   102 A2 DIVIDE A3
-0.0006913   107 A5 DIVIDE A3
-0.0007138   122 A2 MULTIPLY A4
-0.000716     97 A4 DIVIDE A3
-0.0008212   119 A2 MULTIPLY A3
-0.0009968   124 A2 MULTIPLY A5
-0.001013     15 A1==(49.977531-inf) and A5==(50.052645-inf)
-0.0012524    74 A3==(49.923467-inf) or A4==(50.036435-inf) or A5==(50.052645-inf)
-0.0012871   136 A3_x_A4
-0.0013925    36 A3==(49.923467-inf) xor A4==(50.036435-inf)
-0.0013925    26 A3==(49.923467-inf) equ A4==(50.036435-inf)
-0.0016231    52 A2==(50.020287-inf) impl A4==(50.036435-inf)
-0.001708     64 A3==(49.923467-inf) and A4==(50.036435-inf) and A5==(50.052645-inf)
-0.001731     29 A2==(50.020287-inf) equ A3==(49.923467-inf)
-0.001731     39 A2==(50.020287-inf) xor A3==(49.923467-inf)
-0.0017539    46 A3==(49.923467-inf) impl A4==(50.036435-inf)
-0.001758    139 A2_x_A3
-0.0018065    24 A2==(50.020287-inf) or A5==(50.052645-inf)
-0.0018228    72 A1==(49.977531-inf) or A2==(50.020287-inf) or A3==(49.923467-inf)
-0.0019855    73 A1==(49.977531-inf) or A2==(50.020287-inf) or A5==(50.052645-inf)
-0.0020016     9 A2==(50.020287-inf) and A3==(49.923467-inf)
-0.0021345   142 A2_x_A4
-0.0023647    42 A2==(50.020287-inf) xor A4==(50.036435-inf)
-0.0023647    32 A2==(50.020287-inf) equ A4==(50.036435-inf)
-0.0025098    54 A2==(50.020287-inf) impl A5==(50.052645-inf)
-0.0025331    47 A4==(50.036435-inf) impl A5==(50.052645-inf)
-0.0028048    70 A1==(49.977531-inf) or A3==(49.923467-inf) or A4==(50.036435-inf)
-0.0028402    25 A1==(49.977531-inf) or A5==(50.052645-inf)
-0.0030929   145 A1_x_A5
-0.0031801    37 A4==(50.036435-inf) xor A5==(50.052645-inf)
-0.0031801    27 A4==(50.036435-inf) equ A5==(50.052645-inf)
-0.0031894    12 A2==(50.020287-inf) and A4==(50.036435-inf)
-0.0034419    56 A1==(49.977531-inf) and A3==(49.923467-inf) and A5==(50.052645-inf)
-0.0034463    16 A3==(49.923467-inf) or A4==(50.036435-inf)
-0.0035515    48 A1==(49.977531-inf) impl A2==(50.020287-inf)
-0.0035556    35 A1==(49.977531-inf) equ A5==(50.052645-inf)
-0.0035556    45 A1==(49.977531-inf) xor A5==(50.052645-inf)
-0.0037517    55 A1==(49.977531-inf) impl A5==(50.052645-inf)
-0.0039083    67 A1==(49.977531-inf) or A2==(50.020287-inf) or A4==(50.036435-inf)
-0.0039539    23 A1==(49.977531-inf) or A4==(50.036435-inf)
-0.0039911    65 A2==(50.020287-inf) and A3==(49.923467-inf) and A5==(50.052645-inf)
-0.0041005    10 A1==(49.977531-inf) and A3==(49.923467-inf)
-0.004363     14 A2==(50.020287-inf) and A5==(50.052645-inf)
-0.0043916   133 A1 LESSTHAN A4
-0.0044501   137 A4_x_A5
-0.0044656    17 A4==(50.036435-inf) or A5==(50.052645-inf)
-0.0053882    11 A3==(49.923467-inf) and A5==(50.052645-inf)
-0.005546     31 A3==(49.923467-inf) equ A5==(50.052645-inf)
-0.005546     41 A3==(49.923467-inf) xor A5==(50.052645-inf)
-0.0055734   141 A3_x_A5
-0.0060394    62 A1==(49.977531-inf) and A2==(50.020287-inf) and A3==(49.923467-inf)
-0.0065824   144 A2_x_A5
-0.0068416    44 A2==(50.020287-inf) xor A5==(50.052645-inf)
-0.0068416    34 A2==(50.020287-inf) equ A5==(50.052645-inf)
-0.0069291    71 A1==(49.977531-inf) or A4==(50.036435-inf) or A5==(50.052645-inf)


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.5
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.5
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.5
								--------------
									Fold  8
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.0079312    128 A1 LESSTHAN A2
 0.00691379    53 A1==(49.977531-inf) impl A4==(50.042987-inf)
 0.00527576   135 A1 LESSTHAN A5
 0.00444178    13 A1==(49.977531-inf) and A4==(50.042987-inf)
 0.00418955    33 A1==(49.977531-inf) equ A4==(50.042987-inf)
 0.00418955    43 A1==(49.977531-inf) xor A4==(50.042987-inf)
 0.00417385   143 A1_x_A4
 0.00336374    22 A1==(49.977531-inf) or A3==(49.924006-inf)
 0.00312121   134 A2 LESSTHAN A5
 0.00307835    20 A2==(50.035437-inf) or A4==(50.042987-inf)
 0.00245829    67 A2==(50.035437-inf) or A4==(50.042987-inf) or A5==(50.052645-inf)
 0.00239714    68 A1==(49.977531-inf) or A3==(49.924006-inf) or A5==(50.052645-inf)
 0.00210578   132 A1 LESSTHAN A3
 0.00196129    42 A1==(49.977531-inf) xor A3==(49.924006-inf)
 0.00196129    32 A1==(49.977531-inf) equ A3==(49.924006-inf)
 0.00195475   129 A2 LESSTHAN A3
 0.00178636    52 A1==(49.977531-inf) impl A3==(49.924006-inf)
 0.00172013    50 A2==(50.035437-inf) impl A4==(50.042987-inf)
 0.00162221   131 A3 LESSTHAN A5
 0.0013876      1 A1
 0.00131865    88 A1 SUBTRACT A2
 0.0012845     18 A1==(49.977531-inf) or A2==(50.035437-inf)
 0.0012646     81 A3 ADD A5
 0.00124147   100 A1 DIVIDE A2
 0.00120341   142 A1_x_A3
 0.00119381   130 A2 LESSTHAN A4
 0.00111069     7 A4==(50.042987-inf) and A5==(50.052645-inf)
 0.00099966   103 A3 DIVIDE A2
 0.00094918    69 A2==(50.035437-inf) or A3==(49.924006-inf) or A4==(50.042987-inf)
 0.00091258    82 A1 ADD A3
 0.00088044    94 A2 SUBTRACT A5
 0.00079834   113 A5 DIVIDE A2
 0.00074283   105 A4 DIVIDE A2
 0.00068383    16 A3==(49.924006-inf) or A4==(50.042987-inf)
 0.00066803    95 A1 SUBTRACT A5
 0.0006407     61 A1==(49.977531-inf) and A4==(50.042987-inf) and A5==(50.052645-inf)
 0.00057336   110 A1 DIVIDE A4
 0.00056548    57 A2==(50.035437-inf) and A4==(50.042987-inf) and A5==(50.052645-inf)
 0.00055136    73 A3==(49.924006-inf) or A4==(50.042987-inf) or A5==(50.052645-inf)
 0.00052421   122 A1 MULTIPLY A3
 0.00047335     2 A2
 0.00043384    85 A1 ADD A5
 0.00042679    99 A5 DIVIDE A4
 0.00041274   138 A1_x_A2
 0.00040255    83 A1 ADD A4
 0.00039437    96 A3 DIVIDE A4
 0.00035063    25 A1==(49.977531-inf) or A5==(50.052645-inf)
 0.00026445     5 A5
 0.00025244    90 A2 SUBTRACT A4
 0.00025087   118 A1 MULTIPLY A2
 0.00024871    84 A2 ADD A5
 0.00024009   106 A3 DIVIDE A5
 0.00022514    72 A1==(49.977531-inf) or A2==(50.035437-inf) or A3==(49.924006-inf)
 0.00022329   121 A3 MULTIPLY A5
 0.00020751   123 A1 MULTIPLY A4
 0.00018166    78 A1 ADD A2
 0.00014556    92 A1 SUBTRACT A3
 0.00008981    89 A2 SUBTRACT A3
 0.00006404    46 A3==(49.924006-inf) impl A4==(50.042987-inf)
 0.00001434   112 A2 DIVIDE A5
-0.00000499     9 A2==(50.035437-inf) and A3==(49.924006-inf)
-0.0000287     98 A4 DIVIDE A5
-0.000035     114 A1 DIVIDE A5
-0.00004546   140 A2_x_A4
-0.00008896    87 A4 SUBTRACT A5
-0.00011216    51 A3==(49.924006-inf) impl A5==(50.052645-inf)
-0.00011953   104 A2 DIVIDE A4
-0.00012782    38 A1==(49.977531-inf) xor A2==(50.035437-inf)
-0.00012782    28 A1==(49.977531-inf) equ A2==(50.035437-inf)
-0.00017263    79 A2 ADD A3
-0.00019852    93 A1 SUBTRACT A4
-0.00027159    30 A2==(50.035437-inf) equ A4==(50.042987-inf)
-0.00027159    40 A2==(50.035437-inf) xor A4==(50.042987-inf)
-0.00027545    65 A1==(49.977531-inf) and A2==(50.035437-inf) and A5==(50.052645-inf)
-0.00029525   111 A4 DIVIDE A1
-0.00035901   109 A3 DIVIDE A1
-0.00038229   115 A5 DIVIDE A1
-0.00039186    76 A3 ADD A4
-0.00047327   125 A1 MULTIPLY A5
-0.00050943     8 A1==(49.977531-inf) and A2==(50.035437-inf)
-0.000522       3 A3
-0.0005289     77 A4 ADD A5
-0.00058699   108 A1 DIVIDE A3
-0.00059301   101 A2 DIVIDE A1
-0.00062289   102 A2 DIVIDE A3
-0.00066099    97 A4 DIVIDE A3
-0.00068942    80 A2 ADD A4
-0.00071611   119 A2 MULTIPLY A3
-0.000803     107 A5 DIVIDE A3
-0.00084781    59 A2==(50.035437-inf) and A3==(49.924006-inf) and A4==(50.042987-inf)
-0.00084927    75 A1==(49.977531-inf) or A2==(50.035437-inf) or A5==(50.052645-inf)
-0.00085527    56 A1==(49.977531-inf) and A2==(50.035437-inf) and A4==(50.042987-inf)
-0.00085954    70 A1==(49.977531-inf) or A3==(49.924006-inf) or A4==(50.042987-inf)
-0.00088106   124 A2 MULTIPLY A5
-0.00089123    91 A3 SUBTRACT A5
-0.00092547    86 A3 SUBTRACT A4
-0.00107211     4 A4
-0.00112196    63 A3==(49.924006-inf) and A4==(50.042987-inf) and A5==(50.052645-inf)
-0.00113882   136 A3_x_A4
-0.00130127   117 A4 MULTIPLY A5
-0.00133602   127 A4 LESSTHAN A5
-0.00137774    37 A4==(50.042987-inf) xor A5==(50.052645-inf)
-0.00137774    27 A4==(50.042987-inf) equ A5==(50.052645-inf)
-0.00149453   120 A2 MULTIPLY A4
-0.00159957    23 A1==(49.977531-inf) or A4==(50.042987-inf)
-0.00164186    14 A2==(50.035437-inf) and A5==(50.052645-inf)
-0.0016933     49 A2==(50.035437-inf) impl A3==(49.924006-inf)
-0.00181176   116 A3 MULTIPLY A4
-0.00182035    55 A1==(49.977531-inf) impl A5==(50.052645-inf)
-0.00184203    62 A1==(49.977531-inf) and A2==(50.035437-inf) and A3==(49.924006-inf)
-0.00194379   126 A3 LESSTHAN A4
-0.00194904    66 A1==(49.977531-inf) or A2==(50.035437-inf) or A4==(50.042987-inf)
-0.00195053    26 A3==(49.924006-inf) equ A4==(50.042987-inf)
-0.00195053    36 A3==(49.924006-inf) xor A4==(50.042987-inf)
-0.002088      74 A2==(50.035437-inf) or A3==(49.924006-inf) or A5==(50.052645-inf)
-0.00210318    64 A2==(50.035437-inf) and A3==(49.924006-inf) and A5==(50.052645-inf)
-0.00229759   137 A4_x_A5
-0.00229974    54 A2==(50.035437-inf) impl A5==(50.052645-inf)
-0.00230659    60 A1==(49.977531-inf) and A3==(49.924006-inf) and A4==(50.042987-inf)
-0.00250732    21 A3==(49.924006-inf) or A5==(50.052645-inf)
-0.00263563   145 A1_x_A5
-0.00265912   133 A1 LESSTHAN A4
-0.00269159    24 A2==(50.035437-inf) or A5==(50.052645-inf)
-0.00282647    45 A1==(49.977531-inf) xor A5==(50.052645-inf)
-0.00282647    35 A1==(49.977531-inf) equ A5==(50.052645-inf)
-0.00294631    29 A2==(50.035437-inf) equ A3==(49.924006-inf)
-0.00294631    39 A2==(50.035437-inf) xor A3==(49.924006-inf)
-0.00295848     6 A3==(49.924006-inf) and A4==(50.042987-inf)
-0.00320923    58 A1==(49.977531-inf) and A3==(49.924006-inf) and A5==(50.052645-inf)
-0.00323698    71 A1==(49.977531-inf) or A4==(50.042987-inf) or A5==(50.052645-inf)
-0.00323913   139 A2_x_A3
-0.00325683    15 A1==(49.977531-inf) and A5==(50.052645-inf)
-0.00331379    12 A1==(49.977531-inf) and A3==(49.924006-inf)
-0.00332799    10 A2==(50.035437-inf) and A4==(50.042987-inf)
-0.00338396    48 A1==(49.977531-inf) impl A2==(50.035437-inf)
-0.00343543    17 A4==(50.042987-inf) or A5==(50.052645-inf)
-0.00365264    47 A4==(50.042987-inf) impl A5==(50.052645-inf)
-0.00380461    11 A3==(49.924006-inf) and A5==(50.052645-inf)
-0.00402764    19 A2==(50.035437-inf) or A3==(49.924006-inf)
-0.00501025    34 A2==(50.035437-inf) equ A5==(50.052645-inf)
-0.00501025    44 A2==(50.035437-inf) xor A5==(50.052645-inf)
-0.00535629    41 A3==(49.924006-inf) xor A5==(50.052645-inf)
-0.00535629    31 A3==(49.924006-inf) equ A5==(50.052645-inf)
-0.00571627   144 A2_x_A5
-0.00614317   141 A3_x_A5


ReliefF (param. search)
The best parameter when using M5P: ReliefF@0.25
ReliefF (param. search)
The best parameter when using LinearRegression: ReliefF@0.25
ReliefF (param. search)
The best parameter when using M5Rules: ReliefF@0.5
ReliefF (param. search)
The best parameter when using RandomForest: ReliefF@0.25
								--------------
									Fold  9
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.0102897    13 A1==(49.977531-inf) and A4==(50.042987-inf)
 0.0099636   127 A1 LESSTHAN A2
 0.0075648    20 A1==(49.977531-inf) or A3==(49.924006-inf)
 0.0071965    40 A1==(49.977531-inf) xor A3==(49.924006-inf)
 0.0071965    30 A1==(49.977531-inf) equ A3==(49.924006-inf)
 0.0070698   140 A1_x_A3
 0.0060684   135 A1 LESSTHAN A5
 0.0058783   143 A1_x_A4
 0.0056234    60 A1==(49.977531-inf) and A4==(50.042987-inf) and A5==(49.965951-inf)
 0.0054918    33 A1==(49.977531-inf) equ A4==(50.042987-inf)
 0.0054918    43 A1==(49.977531-inf) xor A4==(50.042987-inf)
 0.0050881    53 A1==(49.977531-inf) impl A4==(50.042987-inf)
 0.0047777   134 A2 LESSTHAN A5
 0.0046322    68 A1==(49.977531-inf) or A3==(49.924006-inf) or A5==(49.965951-inf)
 0.002876    132 A3 LESSTHAN A5
 0.0023648    50 A1==(49.977531-inf) impl A3==(49.924006-inf)
 0.0020841   137 A1_x_A2
 0.0020281     6 A4==(50.042987-inf) and A5==(49.965951-inf)
 0.0019619    61 A1==(49.977531-inf) and A3==(49.924006-inf) and A4==(50.042987-inf)
 0.0018462    56 A1==(49.977531-inf) and A2==(50.020287-inf) and A4==(50.042987-inf)
 0.0017427    37 A1==(49.977531-inf) xor A2==(50.020287-inf)
 0.0017427    27 A1==(49.977531-inf) equ A2==(50.020287-inf)
 0.0016802   126 A4 LESSTHAN A5
 0.0015504   128 A2 LESSTHAN A3
 0.0015366     1 A1
 0.0013511    87 A1 SUBTRACT A2
 0.0013257    57 A2==(50.020287-inf) and A4==(50.042987-inf) and A5==(49.965951-inf)
 0.0012658    80 A1 ADD A3
 0.0012639   130 A1 LESSTHAN A3
 0.0011946    17 A1==(49.977531-inf) or A2==(50.020287-inf)
 0.0010361   120 A1 MULTIPLY A3
 0.0010078    94 A2 SUBTRACT A5
 0.0009482     7 A1==(49.977531-inf) and A2==(50.020287-inf)
 0.0009191    82 A3 ADD A5
 0.0008998    95 A1 SUBTRACT A5
 0.0008973     9 A3==(49.924006-inf) and A4==(50.042987-inf)
 0.0008549    52 A3==(49.924006-inf) impl A5==(49.965951-inf)
 0.0007941    85 A1 ADD A5
 0.0007895    72 A1==(49.977531-inf) or A2==(50.020287-inf) or A3==(49.924006-inf)
 0.0007877    25 A1==(49.977531-inf) or A5==(49.965951-inf)
 0.0007815   108 A3 DIVIDE A5
 0.0007806    97 A5 DIVIDE A4
 0.000778    123 A1 MULTIPLY A4
 0.0007766    67 A2==(50.020287-inf) or A4==(50.042987-inf) or A5==(49.965951-inf)
 0.0007186   145 A1_x_A5
