dataset: rConcept.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.03733172     1854 A2==(0.599555-0.799225] or A4==(0.800183-inf) or A5==(0.398835-0.598188]
 0.03700929     1591 A2==(0.599555-0.799225] or A3==(0.200188-0.400127] or A4==(0.800183-inf)
 0.03700289     1590 A2==(0.599555-0.799225] or A3==(0.200188-0.400127] or A4==(0.600385-0.800183]
 0.03692716      978 A1==(0.799949-inf) impl A4==(0.200788-0.400586]
 0.03689302     1671 A1==(0.199989-0.399976] or A2==(0.399884-0.599555] or A4==(0.800183-inf)
 0.0367629       443 A1==(0.399976-0.599962] equ A2==(0.200214-0.399884]
 0.0367629       643 A1==(0.399976-0.599962] xor A2==(0.200214-0.399884]
 0.03672643     1950 A1==(0.399976-0.599962] or A2==(0.599555-0.799225] or A3==(0.600065-0.800004]
 0.03665662       26 A2==(0.599555-0.799225] and A3==(0.800004-inf)
 0.0366204       955 A1==(0.799949-inf) impl A3==(0.600065-0.800004]
 0.03660032     1698 A1==(0.399976-0.599962] or A2==(0.599555-0.799225] or A4==(0.200788-0.400586]
 0.03647605     1665 A1==(0.199989-0.399976] or A2==(0.200214-0.399884] or A4==(0.600385-0.800183]
 0.03639216     1934 A1==(0.399976-0.599962] or A2==(-inf-0.200214] or A3==(0.400127-0.600065]
 0.03637213      954 A1==(0.799949-inf) impl A3==(0.400127-0.600065]
 0.0361603      1563 A2==(0.399884-0.599555] or A3==(0.200188-0.400127] or A4==(0.200788-0.400586]
 0.03610252      876 A3==(0.600065-0.800004] impl A4==(0.800183-inf)
 0.03600713     1843 A2==(0.599555-0.799225] or A4==(0.400586-0.600385] or A5==(0.199483-0.398835]
 0.03581676     1713 A1==(0.599962-0.799949] or A2==(0.200214-0.399884] or A4==(0.200788-0.400586]
 0.03578653     1949 A1==(0.399976-0.599962] or A2==(0.599555-0.799225] or A3==(0.400127-0.600065]
 0.0357564       194 A2==(0.399884-0.599555] and A5==(0.398835-0.598188]
 0.03565955      623 A2==(0.599555-0.799225] xor A3==(0.200188-0.400127]
 0.03565955      423 A2==(0.599555-0.799225] equ A3==(0.200188-0.400127]
 0.03558322      245 A1==(0.399976-0.599962] or A2==(0.599555-0.799225]
 0.03556768     1715 A1==(0.599962-0.799949] or A2==(0.200214-0.399884] or A4==(0.600385-0.800183]
 0.03553619      653 A1==(0.799949-inf) xor A2==(0.200214-0.399884]
 0.03553619      453 A1==(0.799949-inf) equ A2==(0.200214-0.399884]
 0.03543922      398 A2==(0.599555-0.799225] or A5==(0.199483-0.398835]
 0.03542977     1496 A1==(0.799949-inf) and A2==(0.399884-0.599555] and A3==(0.800004-inf)
 0.03536541      395 A2==(0.399884-0.599555] or A5==(0.598188-0.79754]
 0.0353041      1849 A2==(0.599555-0.799225] or A4==(0.600385-0.800183] or A5==(0.398835-0.598188]
 0.03529272      276 A3==(0.600065-0.800004] or A4==(0.800183-inf)
 0.0352456       313 A2==(0.200214-0.399884] or A4==(0.200788-0.400586]
 0.03522772     1650 A1==(-inf-0.199989] or A2==(0.599555-0.799225] or A4==(0.600385-0.800183]
 0.03510698      216 A2==(0.200214-0.399884] or A3==(0.800004-inf)
 0.03503873      952 A1==(0.799949-inf) impl A3==(-inf-0.200188]
 0.03494753     1581 A2==(0.399884-0.599555] or A3==(0.800004-inf) or A4==(0.800183-inf)
