dataset: Heart.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.119342     790 (A3 >= 4) and (A13 >= 7) and (A10 >= 0.8)
 0.117695     816 num-of-N((A13 >= 6) and (A5 >= 243))
 0.116872     343 A3==B2of2 or A5 or A9==B2of2
 0.116872     287 A3==B2of2 and A9==B2of2 and A11==B2of2
 0.116872      58 A3==B2of2 or A9==B2of2
 0.114815     239 A2==B2of2 and A10==B2of2 and A11==B2of2
 0.114815     770 (A11 >= 2) and (A12 >= 1) and (A10 >= 0.6)
 0.114815     787 (A12 >= 1) and (A11 >= 2) and (A10 >= 0.6)
 0.113992     234 A10==B2of2 and A11==B2of2 and A13==B2of2
 0.11358      172 A2==B2of2 xor A5
 0.11358      548 A13 DIVIDE A2
 0.11358      550 A3 DIVIDE A2
 0.11358      672 A9 DIFF A12
 0.11358      570 A10 DIVIDE A2
 0.11358      499 A1 DIVIDE A2
 0.11358      125 A2==B2of2 equ A5
 0.11358        2 A2
 0.11358      707 A2_x_A5
 0.11358      546 A12 DIVIDE A2
 0.11358      213 A2==B2of2 impl A5
 0.11358      542 A11 DIVIDE A2
 0.11358      562 A5 DIVIDE A2
 0.11358      564 A8 DIVIDE A2
 0.11358       78 A2==B2of2 or A5
 0.113169     780 (A5 >= 246) and (A2 >= 1)
 0.112346     109 A10==B2of2 equ A13==B2of2
 0.112346     156 A10==B2of2 xor A13==B2of2
 0.111934      37 A9==B2of2 and A11==B2of2
 0.111934     139 A1==B2of2 equ A12==B2of2
 0.111934     186 A1==B2of2 xor A12==B2of2
 0.111934     810 num-of-N((A1 >= 55) and (A5 >= 273) and (A2 >= 1))
 0.109465     253 A2==B2of2 and A3==B2of2 and A8==B2of2
 0.108642     214 A2==B2of2 impl A8==B2of2
 0.108642     819 num-of-N((A11 >= 2) and (A5 >= 244))
 0.107819     737 (A13 >= 7)
 0.107407     220 A3==B2of2 impl A12==B2of2
 0.107407     690 A1_x_A8
 0.107407     604 A3 MULTIPLY A9
 0.106996     749 (A11 >= 2) and (A5 >= 244)
 0.106584     772 (A11 >= 2) and (A13 >= 7) and (A3 >= 2) and (A10 >= 0.9)
 0.106584     835 num-of-N((A11 >= 2) and (A12 >= 1) and (A8 >= 160))
 0.106173      34 A11==B2of2 and A13==B2of2
 0.106173     771 (A13 >= 6) and (A11 >= 2)
 0.105761     102 A5 equ A10==B2of2
 0.105761      55 A5 or A10==B2of2
 0.105761      80 A4 or A10==B2of2
 0.105761     684 A5_x_A10
 0.105761     174 A4 xor A10==B2of2
 0.105761     149 A5 xor A10==B2of2
 0.105761     127 A4 equ A10==B2of2
 0.105761     307 A4 or A5 or A10==B2of2
 0.105761     709 A4_x_A10
 0.104938     153 A3==B2of2 xor A10==B2of2
 0.104938     106 A3==B2of2 equ A10==B2of2
 0.104527      16 A1==B2of2 and A3==B2of2
 0.104527     801 num-of-N((A13 >= 7) and (A8 <= 139))
 0.104527     197 A3==B2of2 impl A10==B2of2
 0.104115     849 num-of-N((A13 >= 6) and (A1 <= 51) and (A3 >= 4))
 0.104115     286 A3==B2of2 and A9==B2of2 and A12==B2of2
 0.102881     132 A5 equ A11==B2of2
 0.102881     696 A4_x_A11
 0.102881      67 A4 or A11==B2of2
 0.102881     161 A4 xor A11==B2of2
 0.102881     714 A5_x_A11
 0.102881     179 A5 xor A11==B2of2
 0.102881      85 A5 or A11==B2of2
 0.102881     114 A4 equ A11==B2of2
 0.102881     353 A9==B2of2 or A12==B2of2 or A13==B2of2
 0.102881     302 A4 or A5 or A11==B2of2
 0.102551     426 A2 ADD A13
 0.102469     746 (A13 >= 6) and (A5 >= 243)
 0.102469     666 A2 DIFF A12
 0.102058     720 A1_x_A11
 0.102058     204 A8==B2of2 impl A13==B2of2
 0.101646     328 A3==B2of2 or A4 or A10==B2of2
 0.101646     349 A3==B2of2 or A5 or A10==B2of2
 0.101646      59 A3==B2of2 or A10==B2of2
 0.101646     694 A1_x_A10
 0.101646     813 num-of-N((A11 >= 2) and (A12 >= 2))
 0.101235      44 A1==B2of2 and A11==B2of2
 0.100938     637 A3 MULTIPLY A13
 0.100823      52 A5 or A8==B2of2
 0.100823     681 A5_x_A8
 0.100823      99 A5 equ A8==B2of2
 0.100823     146 A5 xor A8==B2of2
 0.100412      84 A9==B2of2 or A13==B2of2
 0.100412     336 A5 or A9==B2of2 or A13==B2of2
 0.100412      13 A13
 0.099588     821 num-of-N((A10 >= 0.8) and (A5 >= 249) and (A5 <= 353))
 0.098765      38 A2==B2of2 and A10==B2of2
 0.097942     134 A5 equ A13==B2of2
 0.097942      70 A4 or A13==B2of2
 0.097942     117 A4 equ A13==B2of2
 0.097942     716 A5_x_A13
 0.097942     181 A5 xor A13==B2of2
 0.097942     164 A4 xor A13==B2of2
 0.097942     699 A4_x_A13
 0.097942     303 A4 or A5 or A13==B2of2
 0.097942     753 (A13 >= 6)
 0.097942      87 A5 or A13==B2of2
 0.097531     209 A11==B2of2 impl A12==B2of2
 0.097449     474 A2 SUBTRACT A13
 0.096708     779 (A11 >= 2) and (A13 >= 7)
 0.096708     764 (A13 >= 7) and (A11 >= 2)
 0.096066     626 A2 MULTIPLY A8
 0.096049     439 A9 ADD A13
 0.095885     395 A3==B2of2 or A9==B2of2 or A12==B2of2
 0.095473     140 A1==B2of2 equ A13==B2of2
 0.095473     305 A2==B2of2 or A12==B2of2 or A13==B2of2
 0.095473     187 A1==B2of2 xor A13==B2of2
 0.095473     655 A9 LESSTHAN A12
 0.095062     160 A8==B2of2 xor A13==B2of2
 0.095062     113 A8==B2of2 equ A13==B2of2
 0.093827     227 A3==B2of2 and A10==B2of2 and A13==B2of2
 0.092593      28 A2==B2of2 and A11==B2of2
 0.092593     221 A3==B2of2 impl A13==B2of2
 0.091358     250 A2==B2of2 and A3==B2of2 and A13==B2of2
 0.091358     122 A8==B2of2 equ A9==B2of2
 0.091358     169 A8==B2of2 xor A9==B2of2
 0.091358     356 A1==B2of2 or A2==B2of2 or A13==B2of2
 0.091358     834 num-of-N((A8 <= 131) and (A5 >= 273))
 0.090947     765 (A13 >= 7) and (A8 <= 144) and (A10 >= 0.8)
 0.090123      69 A2==B2of2 or A11==B2of2
 0.090123     366 A2==B2of2 or A5 or A11==B2of2
