dataset: cDisjunct.arff
								--------------
									Fold  1
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 0.1508889   22 A1==B2of2 or A2==B2of2 or A3==B2of2
 0.1419444   38 A1 LESSTHAN A2
 0.1330405   28 A1 SUBTRACT A3
 0.117625     3 A3
 0.1131111   20 A1==B2of2 impl A3==B2of2
 0.112177    23 A1 ADD A2
 0.0932648   27 A2 SUBTRACT A3
 0.0867222   35 A1 MULTIPLY A2
 0.0805326   37 A1 MULTIPLY A3
 0.0782922    2 A2
 0.0743095   25 A1 ADD A3
 0.0738889    6 A1==B2of2 and A2==B2of2
 0.0703128   26 A1 SUBTRACT A2
 0.0684444   19 A2==B2of2 impl A3==B2of2
 0.0594095   36 A2 MULTIPLY A3
 0.0555929   24 A2 ADD A3
 0.0352778   21 A1==B2of2 and A2==B2of2 and A3==B2of2
 0.0124472    4 A4
 0.0118544    5 A5
 0.0113889   42 A2 DIFF A3
 0.0100556   41 A1 DIFF A2
-0.0000556   29 A1 DIVIDE A2
-0.0000556   32 A3 DIVIDE A2
-0.0021667   34 A3 DIVIDE A1
-0.0021667   30 A2 DIVIDE A1
-0.0033889   43 A1 DIFF A3
-0.0067222   33 A1 DIVIDE A3
-0.0067222   31 A2 DIVIDE A3


								--------------
									Fold  9
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 1          48 (A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7)
 0.826111   50 num-of-N((A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7))
 0.824611   47 (A1 <= 0.5) and (A3 >= 0.4)
 0.751944    9 A1==B2of2 or A2==B2of2
 0.739      49 num-of-N((A1 <= 0.5) and (A3 >= 0.4))
 0.734056   46 A1_x_A3
 0.669333   44 A1_x_A2
 0.5685     45 A2_x_A3
 0.537056   14 A1==B2of2 equ A3==B2of2
 0.537056   17 A1==B2of2 xor A3==B2of2
 0.524722   12 A1==B2of2 equ A2==B2of2
 0.524722   15 A1==B2of2 xor A2==B2of2
 0.433778   16 A2==B2of2 xor A3==B2of2
 0.433778   13 A2==B2of2 equ A3==B2of2
 0.355889   40 A1 LESSTHAN A3
 0.353889   18 A1==B2of2 impl A2==B2of2
 0.320444    8 A1==B2of2 and A3==B2of2
 0.261278   10 A2==B2of2 or A3==B2of2
 0.258056   39 A2 LESSTHAN A3
 0.206722   11 A1==B2of2 or A3==B2of2
 0.166167    7 A2==B2of2 and A3==B2of2
 0.149527    1 A1
 0.144944   22 A1==B2of2 or A2==B2of2 or A3==B2of2
 0.144611   38 A1 LESSTHAN A2
 0.130858   28 A1 SUBTRACT A3
 0.119693    3 A3
 0.116333   20 A1==B2of2 impl A3==B2of2
 0.111116   23 A1 ADD A2
 0.096437   27 A2 SUBTRACT A3
 0.084022   35 A1 MULTIPLY A2
 0.081021    2 A2
 0.079543   37 A1 MULTIPLY A3
 0.073133   25 A1 ADD A3
 0.072222    6 A1==B2of2 and A2==B2of2
 0.070333   19 A2==B2of2 impl A3==B2of2
 0.069368   26 A1 SUBTRACT A2
 0.06139    36 A2 MULTIPLY A3
 0.056508   24 A2 ADD A3
 0.031111   21 A1==B2of2 and A2==B2of2 and A3==B2of2
 0.012425    4 A4
 0.012341    5 A5
 0.009833   42 A2 DIFF A3
 0.007889   41 A1 DIFF A2
 0.000389   29 A1 DIVIDE A2
 0.000389   32 A3 DIVIDE A2
-0.002167   34 A3 DIVIDE A1
-0.002167   30 A2 DIVIDE A1
-0.003556   43 A1 DIFF A3
-0.008444   33 A1 DIVIDE A3
-0.008444   31 A2 DIVIDE A3


								--------------
									Fold 10
								--------------
Feature evaluation: ReliefF (All features dataset) - After CI
Ranked attributes:
 1          48 (A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7)
 0.832111   47 (A1 <= 0.5) and (A3 >= 0.4)
 0.827056   50 num-of-N((A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7))
 0.749167    9 A1==B2of2 or A2==B2of2
 0.7445     49 num-of-N((A1 <= 0.5) and (A3 >= 0.4))
 0.738944   46 A1_x_A3
 0.669056   44 A1_x_A2
 0.568722   45 A2_x_A3
 0.540944   14 A1==B2of2 equ A3==B2of2
 0.540944   17 A1==B2of2 xor A3==B2of2
 0.523389   12 A1==B2of2 equ A2==B2of2
 0.523389   15 A1==B2of2 xor A2==B2of2
 0.439222   16 A2==B2of2 xor A3==B2of2
 0.439222   13 A2==B2of2 equ A3==B2of2
 0.359389   18 A1==B2of2 impl A2==B2of2
 0.3575     40 A1 LESSTHAN A3
 0.318667    8 A1==B2of2 and A3==B2of2
 0.268722   10 A2==B2of2 or A3==B2of2
 0.232222   39 A2 LESSTHAN A3
 0.211167   11 A1==B2of2 or A3==B2of2
 0.165056    7 A2==B2of2 and A3==B2of2
 0.153106    1 A1
 0.152167   22 A1==B2of2 or A2==B2of2 or A3==B2of2
 0.136778   38 A1 LESSTHAN A2
 0.131195   28 A1 SUBTRACT A3
 0.116997    3 A3
 0.115944   20 A1==B2of2 impl A3==B2of2
 0.110789   23 A1 ADD A2
 0.092781   27 A2 SUBTRACT A3
 0.085025   35 A1 MULTIPLY A2
 0.077967   37 A1 MULTIPLY A3
 0.077697    2 A2
 0.075444    6 A1==B2of2 and A2==B2of2
 0.073016   25 A1 ADD A3
 0.068842   26 A1 SUBTRACT A2
