NEW 	 OLD
F388L1	A1==(-inf-20.012411] or A2==(79.955066-inf) or A3==(40.007803-59.981434]
F389L1	A1==(-inf-20.012411] or A2==(79.955066-inf) or A3==(59.981434-79.955066]
F390L1	A1==(-inf-20.012411] or A2==(79.955066-inf) or A3==(79.955066-inf)
F391L1	A1==(20.012411-40.007342] or A2==(-inf-20.034171] or A3==(-inf-20.034171]
F392L1	A1==(20.012411-40.007342] or A2==(-inf-20.034171] or A3==(20.034171-40.007803]
F393L1	A1==(20.012411-40.007342] or A2==(-inf-20.034171] or A3==(40.007803-59.981434]
F394L1	A1==(20.012411-40.007342] or A2==(-inf-20.034171] or A3==(59.981434-79.955066]
F395L1	A1==(20.012411-40.007342] or A2==(-inf-20.034171] or A3==(79.955066-inf)
F396L1	A1==(20.012411-40.007342] or A2==(20.034171-40.007803] or A3==(-inf-20.034171]
F397L1	A1==(20.012411-40.007342] or A2==(20.034171-40.007803] or A3==(20.034171-40.007803]
F398L1	A1==(20.012411-40.007342] or A2==(20.034171-40.007803] or A3==(40.007803-59.981434]
F399L1	A1==(20.012411-40.007342] or A2==(20.034171-40.007803] or A3==(59.981434-79.955066]
F400L1	A1==(20.012411-40.007342] or A2==(20.034171-40.007803] or A3==(79.955066-inf)
F401L1	A1==(20.012411-40.007342] or A2==(40.007803-59.981434] or A3==(-inf-20.034171]
F402L1	A1==(20.012411-40.007342] or A2==(40.007803-59.981434] or A3==(20.034171-40.007803]
F403L1	A1==(20.012411-40.007342] or A2==(40.007803-59.981434] or A3==(40.007803-59.981434]
F404L1	A1==(20.012411-40.007342] or A2==(40.007803-59.981434] or A3==(59.981434-79.955066]
F405L1	A1==(20.012411-40.007342] or A2==(40.007803-59.981434] or A3==(79.955066-inf)
F406L1	A1==(20.012411-40.007342] or A2==(59.981434-79.955066] or A3==(-inf-20.034171]
F407L1	A1==(20.012411-40.007342] or A2==(59.981434-79.955066] or A3==(20.034171-40.007803]
F408L1	A1==(20.012411-40.007342] or A2==(59.981434-79.955066] or A3==(40.007803-59.981434]
F409L1	A1==(20.012411-40.007342] or A2==(59.981434-79.955066] or A3==(59.981434-79.955066]
F410L1	A1==(20.012411-40.007342] or A2==(59.981434-79.955066] or A3==(79.955066-inf)
F411L1	A1==(20.012411-40.007342] or A2==(79.955066-inf) or A3==(-inf-20.034171]
F412L1	A1==(20.012411-40.007342] or A2==(79.955066-inf) or A3==(20.034171-40.007803]
F413L1	A1==(20.012411-40.007342] or A2==(79.955066-inf) or A3==(40.007803-59.981434]
F414L1	A1==(20.012411-40.007342] or A2==(79.955066-inf) or A3==(59.981434-79.955066]
F415L1	A1==(20.012411-40.007342] or A2==(79.955066-inf) or A3==(79.955066-inf)
F416L1	A1==(40.007342-60.002274] or A2==(-inf-20.034171] or A3==(-inf-20.034171]
F417L1	A1==(40.007342-60.002274] or A2==(-inf-20.034171] or A3==(20.034171-40.007803]
F418L1	A1==(40.007342-60.002274] or A2==(-inf-20.034171] or A3==(40.007803-59.981434]
F419L1	A1==(40.007342-60.002274] or A2==(-inf-20.034171] or A3==(59.981434-79.955066]
F420L1	A1==(40.007342-60.002274] or A2==(-inf-20.034171] or A3==(79.955066-inf)
F421L1	A1==(40.007342-60.002274] or A2==(20.034171-40.007803] or A3==(-inf-20.034171]
F422L1	A1==(40.007342-60.002274] or A2==(20.034171-40.007803] or A3==(20.034171-40.007803]
F423L1	A1==(40.007342-60.002274] or A2==(20.034171-40.007803] or A3==(40.007803-59.981434]
F424L1	A1==(40.007342-60.002274] or A2==(20.034171-40.007803] or A3==(59.981434-79.955066]
F425L1	A1==(40.007342-60.002274] or A2==(20.034171-40.007803] or A3==(79.955066-inf)
F426L1	A1==(40.007342-60.002274] or A2==(40.007803-59.981434] or A3==(-inf-20.034171]
F427L1	A1==(40.007342-60.002274] or A2==(40.007803-59.981434] or A3==(20.034171-40.007803]
F428L1	A1==(40.007342-60.002274] or A2==(40.007803-59.981434] or A3==(40.007803-59.981434]
F429L1	A1==(40.007342-60.002274] or A2==(40.007803-59.981434] or A3==(59.981434-79.955066]
F430L1	A1==(40.007342-60.002274] or A2==(40.007803-59.981434] or A3==(79.955066-inf)
F431L1	A1==(40.007342-60.002274] or A2==(59.981434-79.955066] or A3==(-inf-20.034171]
F432L1	A1==(40.007342-60.002274] or A2==(59.981434-79.955066] or A3==(20.034171-40.007803]
F433L1	A1==(40.007342-60.002274] or A2==(59.981434-79.955066] or A3==(40.007803-59.981434]
F434L1	A1==(40.007342-60.002274] or A2==(59.981434-79.955066] or A3==(59.981434-79.955066]
F435L1	A1==(40.007342-60.002274] or A2==(59.981434-79.955066] or A3==(79.955066-inf)
F436L1	A1==(40.007342-60.002274] or A2==(79.955066-inf) or A3==(-inf-20.034171]
F437L1	A1==(40.007342-60.002274] or A2==(79.955066-inf) or A3==(20.034171-40.007803]
F438L1	A1==(40.007342-60.002274] or A2==(79.955066-inf) or A3==(40.007803-59.981434]
F439L1	A1==(40.007342-60.002274] or A2==(79.955066-inf) or A3==(59.981434-79.955066]
F440L1	A1==(40.007342-60.002274] or A2==(79.955066-inf) or A3==(79.955066-inf)
F441L1	A1==(60.002274-79.997205] or A2==(-inf-20.034171] or A3==(-inf-20.034171]
F442L1	A1==(60.002274-79.997205] or A2==(-inf-20.034171] or A3==(20.034171-40.007803]
F443L1	A1==(60.002274-79.997205] or A2==(-inf-20.034171] or A3==(40.007803-59.981434]
F444L1	A1==(60.002274-79.997205] or A2==(-inf-20.034171] or A3==(59.981434-79.955066]
F445L1	A1==(60.002274-79.997205] or A2==(-inf-20.034171] or A3==(79.955066-inf)
F446L1	A1==(60.002274-79.997205] or A2==(20.034171-40.007803] or A3==(-inf-20.034171]
F447L1	A1==(60.002274-79.997205] or A2==(20.034171-40.007803] or A3==(20.034171-40.007803]
F448L1	A1==(60.002274-79.997205] or A2==(20.034171-40.007803] or A3==(40.007803-59.981434]
F449L1	A1==(60.002274-79.997205] or A2==(20.034171-40.007803] or A3==(59.981434-79.955066]
F450L1	A1==(60.002274-79.997205] or A2==(20.034171-40.007803] or A3==(79.955066-inf)
F451L1	A1==(60.002274-79.997205] or A2==(40.007803-59.981434] or A3==(-inf-20.034171]
F452L1	A1==(60.002274-79.997205] or A2==(40.007803-59.981434] or A3==(20.034171-40.007803]
F453L1	A1==(60.002274-79.997205] or A2==(40.007803-59.981434] or A3==(40.007803-59.981434]
F454L1	A1==(60.002274-79.997205] or A2==(40.007803-59.981434] or A3==(59.981434-79.955066]
F455L1	A1==(60.002274-79.997205] or A2==(40.007803-59.981434] or A3==(79.955066-inf)
F456L1	A1==(60.002274-79.997205] or A2==(59.981434-79.955066] or A3==(-inf-20.034171]
F457L1	A1==(60.002274-79.997205] or A2==(59.981434-79.955066] or A3==(20.034171-40.007803]
F458L1	A1==(60.002274-79.997205] or A2==(59.981434-79.955066] or A3==(40.007803-59.981434]
F459L1	A1==(60.002274-79.997205] or A2==(59.981434-79.955066] or A3==(59.981434-79.955066]
F460L1	A1==(60.002274-79.997205] or A2==(59.981434-79.955066] or A3==(79.955066-inf)
F461L1	A1==(60.002274-79.997205] or A2==(79.955066-inf) or A3==(-inf-20.034171]
F462L1	A1==(60.002274-79.997205] or A2==(79.955066-inf) or A3==(20.034171-40.007803]
F463L1	A1==(60.002274-79.997205] or A2==(79.955066-inf) or A3==(40.007803-59.981434]
F464L1	A1==(60.002274-79.997205] or A2==(79.955066-inf) or A3==(59.981434-79.955066]
F465L1	A1==(60.002274-79.997205] or A2==(79.955066-inf) or A3==(79.955066-inf)
F466L1	A1==(79.997205-inf) or A2==(-inf-20.034171] or A3==(-inf-20.034171]
F467L1	A1==(79.997205-inf) or A2==(-inf-20.034171] or A3==(20.034171-40.007803]
F468L1	A1==(79.997205-inf) or A2==(-inf-20.034171] or A3==(40.007803-59.981434]
F469L1	A1==(79.997205-inf) or A2==(-inf-20.034171] or A3==(59.981434-79.955066]
F470L1	A1==(79.997205-inf) or A2==(-inf-20.034171] or A3==(79.955066-inf)
F471L1	A1==(79.997205-inf) or A2==(20.034171-40.007803] or A3==(-inf-20.034171]
F472L1	A1==(79.997205-inf) or A2==(20.034171-40.007803] or A3==(20.034171-40.007803]
F473L1	A1==(79.997205-inf) or A2==(20.034171-40.007803] or A3==(40.007803-59.981434]
F474L1	A1==(79.997205-inf) or A2==(20.034171-40.007803] or A3==(59.981434-79.955066]
F475L1	A1==(79.997205-inf) or A2==(20.034171-40.007803] or A3==(79.955066-inf)
F476L1	A1==(79.997205-inf) or A2==(40.007803-59.981434] or A3==(-inf-20.034171]
F477L1	A1==(79.997205-inf) or A2==(40.007803-59.981434] or A3==(20.034171-40.007803]
F478L1	A1==(79.997205-inf) or A2==(40.007803-59.981434] or A3==(40.007803-59.981434]
F479L1	A1==(79.997205-inf) or A2==(40.007803-59.981434] or A3==(59.981434-79.955066]
F480L1	A1==(79.997205-inf) or A2==(40.007803-59.981434] or A3==(79.955066-inf)
F481L1	A1==(79.997205-inf) or A2==(59.981434-79.955066] or A3==(-inf-20.034171]
F482L1	A1==(79.997205-inf) or A2==(59.981434-79.955066] or A3==(20.034171-40.007803]
F483L1	A1==(79.997205-inf) or A2==(59.981434-79.955066] or A3==(40.007803-59.981434]
F484L1	A1==(79.997205-inf) or A2==(59.981434-79.955066] or A3==(59.981434-79.955066]
F485L1	A1==(79.997205-inf) or A2==(59.981434-79.955066] or A3==(79.955066-inf)
F486L1	A1==(79.997205-inf) or A2==(79.955066-inf) or A3==(-inf-20.034171]
F487L1	A1==(79.997205-inf) or A2==(79.955066-inf) or A3==(20.034171-40.007803]
F488L1	A1==(79.997205-inf) or A2==(79.955066-inf) or A3==(40.007803-59.981434]
F489L1	A1==(79.997205-inf) or A2==(79.955066-inf) or A3==(59.981434-79.955066]
F490L1	A1==(79.997205-inf) or A2==(79.955066-inf) or A3==(79.955066-inf)
F491L1	A1 ADD A2
F492L1	A2 ADD A3
F493L1	A1 ADD A3
F494L1	A1 SUBTRACT A2
F495L1	A2 SUBTRACT A3
F496L1	A1 SUBTRACT A3
F497L1	A1 DIVIDE A2
F498L1	A2 DIVIDE A1
F499L1	A2 DIVIDE A3
F500L1	A3 DIVIDE A2
F501L1	A1 DIVIDE A3
F502L1	A3 DIVIDE A1
F503L1	A1 MULTIPLY A2
F504L1	A2 MULTIPLY A3
F505L1	A1 MULTIPLY A3
F506L1	A1 LESSTHAN A2
F507L1	A1 LESSTHAN A3
F508L1	A1_x_A2
F509L1	A2_x_A3
F510L1	A1_x_A3
