NEW 	 OLD
F558L1	net_income==B1of3 and debt==B2of2 and FFO==B3of3
F559L1	net_income==B2of3 and debt==B2of2 and FFO==B1of3
F560L1	net_income==B2of3 and debt==B2of2 and FFO==B2of3
F561L1	net_income==B2of3 and debt==B2of2 and FFO==B3of3
F562L1	net_income==B3of3 and debt==B2of2 and FFO==B2of3
F563L1	net_income==B3of3 and debt==B2of2 and FFO==B3of3
F564L1	equity==B2of2 and debt==B2of2 and FFO==B1of3
F565L1	equity==B2of2 and debt==B2of2 and FFO==B2of3
F566L1	equity==B2of2 and debt==B2of2 and FFO==B3of3
F567L1	EBIT==B1of3 and equity==B2of2 and debt==B2of2
F568L1	EBIT==B2of3 and equity==B2of2 and debt==B2of2
F569L1	EBIT==B3of3 and equity==B2of2 and debt==B2of2
F570L1	EBIT==B1of3 and net_income==B1of3 and debt==B2of2
F571L1	EBIT==B1of3 and net_income==B2of3 and debt==B2of2
F572L1	EBIT==B1of3 and net_income==B3of3 and debt==B2of2
F573L1	EBIT==B2of3 and net_income==B1of3 and debt==B2of2
F574L1	EBIT==B2of3 and net_income==B2of3 and debt==B2of2
F575L1	EBIT==B2of3 and net_income==B3of3 and debt==B2of2
F576L1	EBIT==B3of3 and net_income==B1of3 and debt==B2of2
F577L1	EBIT==B3of3 and net_income==B2of3 and debt==B2of2
F578L1	EBIT==B3of3 and net_income==B3of3 and debt==B2of2
F579L1	interest==B2of2 and EBIT==B1of3 and equity==B2of2
F580L1	interest==B2of2 and EBIT==B2of3 and equity==B2of2
F581L1	interest==B2of2 and EBIT==B3of3 and equity==B2of2
F582L1	EBIT==B1of3 and net_income==B1of3 and equity==B2of2
F583L1	EBIT==B1of3 and net_income==B3of3 and equity==B2of2
F584L1	EBIT==B2of3 and net_income==B1of3 and equity==B2of2
F585L1	EBIT==B2of3 and net_income==B2of3 and equity==B2of2
F586L1	EBIT==B2of3 and net_income==B3of3 and equity==B2of2
F587L1	EBIT==B3of3 and net_income==B1of3 and equity==B2of2
F588L1	EBIT==B3of3 and net_income==B2of3 and equity==B2of2
F589L1	EBIT==B3of3 and net_income==B3of3 and equity==B2of2
F590L1	interest==B2of2 and EBIT==B1of3 and debt==B2of2
F591L1	interest==B2of2 and EBIT==B2of3 and debt==B2of2
F592L1	interest==B2of2 and EBIT==B3of3 and debt==B2of2
F593L1	EBIT==B1of3 or net_income==B1of3 or total_oper_liabilities
F594L1	EBIT==B1of3 or net_income==B2of3 or total_oper_liabilities
F595L1	EBIT==B1of3 or net_income==B3of3 or total_oper_liabilities
F596L1	EBIT==B2of3 or net_income==B1of3 or total_oper_liabilities
F597L1	EBIT==B2of3 or net_income==B2of3 or total_oper_liabilities
F598L1	EBIT==B2of3 or net_income==B3of3 or total_oper_liabilities
F599L1	EBIT==B3of3 or net_income==B1of3 or total_oper_liabilities
F600L1	EBIT==B3of3 or net_income==B2of3 or total_oper_liabilities
F601L1	EBIT==B3of3 or net_income==B3of3 or total_oper_liabilities
F602L1	debt==B2of2 or total_oper_liabilities or FFO==B1of3
F603L1	debt==B2of2 or total_oper_liabilities or FFO==B2of3
F604L1	debt==B2of2 or total_oper_liabilities or FFO==B3of3
F605L1	cost_of_labor or net_income==B1of3 or st_liabilities
F606L1	cost_of_labor or net_income==B2of3 or st_liabilities
F607L1	cost_of_labor or net_income==B3of3 or st_liabilities
F608L1	interest==B2of2 or EBIT==B1of3 or total_oper_liabilities
F609L1	interest==B2of2 or EBIT==B2of3 or total_oper_liabilities
F610L1	interest==B2of2 or EBIT==B3of3 or total_oper_liabilities
F611L1	EBIT==B1of3 or net_income==B1of3 or inventories
F612L1	EBIT==B1of3 or net_income==B2of3 or inventories
F613L1	EBIT==B1of3 or net_income==B3of3 or inventories
F614L1	EBIT==B2of3 or net_income==B1of3 or inventories
F615L1	EBIT==B2of3 or net_income==B2of3 or inventories
F616L1	EBIT==B2of3 or net_income==B3of3 or inventories
F617L1	EBIT==B3of3 or net_income==B1of3 or inventories
F618L1	EBIT==B3of3 or net_income==B2of3 or inventories
F619L1	EBIT==B3of3 or net_income==B3of3 or inventories
F620L1	interest==B2of2 or EBIT==B1of3 or st_liabilities
F621L1	interest==B2of2 or EBIT==B2of3 or st_liabilities
F622L1	interest==B2of2 or EBIT==B3of3 or st_liabilities
F623L1	EBIT==B1of3 or net_income==B1of3 or st_liabilities
F624L1	EBIT==B1of3 or net_income==B2of3 or st_liabilities
F625L1	EBIT==B1of3 or net_income==B3of3 or st_liabilities
F626L1	EBIT==B2of3 or net_income==B1of3 or st_liabilities
F627L1	EBIT==B2of3 or net_income==B2of3 or st_liabilities
F628L1	EBIT==B2of3 or net_income==B3of3 or st_liabilities
F629L1	EBIT==B3of3 or net_income==B1of3 or st_liabilities
F630L1	EBIT==B3of3 or net_income==B2of3 or st_liabilities
F631L1	EBIT==B3of3 or net_income==B3of3 or st_liabilities
F632L1	interest==B2of2 or EBIT==B1of3 or inventories
F633L1	interest==B2of2 or EBIT==B2of3 or inventories
F634L1	interest==B2of2 or EBIT==B3of3 or inventories
F635L1	cost_of_labor or st_liabilities or FFO==B1of3
F636L1	cost_of_labor or st_liabilities or FFO==B2of3
F637L1	cost_of_labor or st_liabilities or FFO==B3of3
F638L1	EBIT==B1of3 or st_liabilities or FFO==B1of3
F639L1	EBIT==B1of3 or st_liabilities or FFO==B2of3
F640L1	EBIT==B1of3 or st_liabilities or FFO==B3of3
F641L1	EBIT==B2of3 or st_liabilities or FFO==B1of3
F642L1	EBIT==B2of3 or st_liabilities or FFO==B2of3
F643L1	EBIT==B2of3 or st_liabilities or FFO==B3of3
F644L1	EBIT==B3of3 or st_liabilities or FFO==B1of3
F645L1	EBIT==B3of3 or st_liabilities or FFO==B2of3
F646L1	EBIT==B3of3 or st_liabilities or FFO==B3of3
F647L1	cost_of_labor or equity==B2of2 or FFO==B1of3
F648L1	cost_of_labor or equity==B2of2 or FFO==B2of3
F649L1	cost_of_labor or equity==B2of2 or FFO==B3of3
F650L1	cost_of_labor or debt==B2of2 or total_oper_liabilities
F651L1	EBIT==B1of3 or equity==B2of2 or FFO==B1of3
F652L1	EBIT==B1of3 or equity==B2of2 or FFO==B2of3
F653L1	EBIT==B1of3 or equity==B2of2 or FFO==B3of3
F654L1	EBIT==B2of3 or equity==B2of2 or FFO==B1of3
F655L1	EBIT==B2of3 or equity==B2of2 or FFO==B2of3
F656L1	EBIT==B2of3 or equity==B2of2 or FFO==B3of3
F657L1	EBIT==B3of3 or equity==B2of2 or FFO==B1of3
F658L1	EBIT==B3of3 or equity==B2of2 or FFO==B2of3
F659L1	EBIT==B3of3 or equity==B2of2 or FFO==B3of3
F660L1	cost_of_labor or net_income==B1of3 or FFO==B1of3
F661L1	cost_of_labor or net_income==B1of3 or FFO==B2of3
F662L1	cost_of_labor or net_income==B1of3 or FFO==B3of3
F663L1	cost_of_labor or net_income==B2of3 or FFO==B1of3
F664L1	cost_of_labor or net_income==B2of3 or FFO==B2of3
F665L1	cost_of_labor or net_income==B2of3 or FFO==B3of3
F666L1	cost_of_labor or net_income==B3of3 or FFO==B1of3
F667L1	cost_of_labor or net_income==B3of3 or FFO==B2of3
F668L1	cost_of_labor or net_income==B3of3 or FFO==B3of3
F669L1	interest==B2of2 or EBIT==B1of3 or net_income==B1of3
F670L1	interest==B2of2 or EBIT==B1of3 or net_income==B2of3
F671L1	interest==B2of2 or EBIT==B1of3 or net_income==B3of3
F672L1	interest==B2of2 or EBIT==B2of3 or net_income==B1of3
F673L1	interest==B2of2 or EBIT==B2of3 or net_income==B2of3
F674L1	interest==B2of2 or EBIT==B2of3 or net_income==B3of3
F675L1	interest==B2of2 or EBIT==B3of3 or net_income==B1of3
F676L1	interest==B2of2 or EBIT==B3of3 or net_income==B2of3
F677L1	interest==B2of2 or EBIT==B3of3 or net_income==B3of3
F678L1	net_income==B1of3 or total_oper_liabilities or st_liabilities
F679L1	net_income==B2of3 or total_oper_liabilities or st_liabilities
F680L1	net_income==B3of3 or total_oper_liabilities or st_liabilities
F681L1	net_income==B1of3 or total_oper_liabilities or inventories
F682L1	net_income==B2of3 or total_oper_liabilities or inventories
F683L1	net_income==B3of3 or total_oper_liabilities or inventories
F684L1	cost_of_labor or debt==B2of2 or st_liabilities
F685L1	EBIT==B1of3 or net_income==B1of3 or FFO==B1of3
F686L1	EBIT==B1of3 or net_income==B1of3 or FFO==B2of3
F687L1	EBIT==B1of3 or net_income==B1of3 or FFO==B3of3
F688L1	EBIT==B1of3 or net_income==B2of3 or FFO==B1of3
F689L1	EBIT==B1of3 or net_income==B2of3 or FFO==B2of3
F690L1	EBIT==B1of3 or net_income==B2of3 or FFO==B3of3
F691L1	EBIT==B1of3 or net_income==B3of3 or FFO==B1of3
F692L1	EBIT==B1of3 or net_income==B3of3 or FFO==B2of3
F693L1	EBIT==B1of3 or net_income==B3of3 or FFO==B3of3
F694L1	EBIT==B2of3 or net_income==B1of3 or FFO==B1of3
F695L1	EBIT==B2of3 or net_income==B1of3 or FFO==B2of3
F696L1	EBIT==B2of3 or net_income==B1of3 or FFO==B3of3
F697L1	EBIT==B2of3 or net_income==B2of3 or FFO==B1of3
F698L1	EBIT==B2of3 or net_income==B2of3 or FFO==B2of3
F699L1	EBIT==B2of3 or net_income==B2of3 or FFO==B3of3
F700L1	EBIT==B2of3 or net_income==B3of3 or FFO==B1of3
F701L1	EBIT==B2of3 or net_income==B3of3 or FFO==B2of3
F702L1	EBIT==B2of3 or net_income==B3of3 or FFO==B3of3
F703L1	EBIT==B3of3 or net_income==B1of3 or FFO==B1of3
F704L1	EBIT==B3of3 or net_income==B1of3 or FFO==B2of3
F705L1	EBIT==B3of3 or net_income==B1of3 or FFO==B3of3
F706L1	EBIT==B3of3 or net_income==B2of3 or FFO==B1of3
F707L1	EBIT==B3of3 or net_income==B2of3 or FFO==B2of3
F708L1	EBIT==B3of3 or net_income==B2of3 or FFO==B3of3
F709L1	EBIT==B3of3 or net_income==B3of3 or FFO==B1of3
F710L1	EBIT==B3of3 or net_income==B3of3 or FFO==B2of3
F711L1	EBIT==B3of3 or net_income==B3of3 or FFO==B3of3
F712L1	debt==B2of2 or total_oper_liabilities or st_liabilities
F713L1	EBIT==B1of3 or debt==B2of2 or total_oper_liabilities
F714L1	EBIT==B2of3 or debt==B2of2 or total_oper_liabilities
F715L1	EBIT==B3of3 or debt==B2of2 or total_oper_liabilities
F716L1	debt==B2of2 or total_oper_liabilities or inventories
F717L1	financial_expenses or interest==B2of2 or equity==B2of2
F718L1	interest==B2of2 or EBIT==B1of3 or FFO==B1of3
F719L1	interest==B2of2 or EBIT==B1of3 or FFO==B2of3
F720L1	interest==B2of2 or EBIT==B1of3 or FFO==B3of3
F721L1	interest==B2of2 or EBIT==B2of3 or FFO==B1of3
F722L1	interest==B2of2 or EBIT==B2of3 or FFO==B2of3
F723L1	interest==B2of2 or EBIT==B2of3 or FFO==B3of3
F724L1	interest==B2of2 or EBIT==B3of3 or FFO==B1of3
F725L1	interest==B2of2 or EBIT==B3of3 or FFO==B2of3
F726L1	interest==B2of2 or EBIT==B3of3 or FFO==B3of3
F727L1	EBIT==B1of3 or debt==B2of2 or st_liabilities
F728L1	EBIT==B2of3 or debt==B2of2 or st_liabilities
F729L1	EBIT==B3of3 or debt==B2of2 or st_liabilities
F730L1	EBIT==B1of3 or debt==B2of2 or inventories
F731L1	EBIT==B2of3 or debt==B2of2 or inventories
F732L1	EBIT==B3of3 or debt==B2of2 or inventories
F733L1	financial_expenses or interest==B2of2 or total_oper_liabilities
F734L1	financial_expenses or interest==B2of2 or inventories
F735L1	EBIT==B1of3 or inventories or FFO==B1of3
F736L1	EBIT==B1of3 or inventories or FFO==B2of3
F737L1	EBIT==B1of3 or inventories or FFO==B3of3
F738L1	EBIT==B2of3 or inventories or FFO==B1of3
F739L1	EBIT==B2of3 or inventories or FFO==B2of3
F740L1	EBIT==B2of3 or inventories or FFO==B3of3
F741L1	EBIT==B3of3 or inventories or FFO==B1of3
F742L1	EBIT==B3of3 or inventories or FFO==B2of3
F743L1	EBIT==B3of3 or inventories or FFO==B3of3
F744L1	financial_expenses or total_oper_liabilities or FFO==B1of3
F745L1	financial_expenses or total_oper_liabilities or FFO==B2of3
F746L1	financial_expenses or total_oper_liabilities or FFO==B3of3
F747L1	cost_of_labor or debt==B2of2 or FFO==B1of3
F748L1	cost_of_labor or debt==B2of2 or FFO==B2of3
F749L1	cost_of_labor or debt==B2of2 or FFO==B3of3
F750L1	EBIT==B1of3 or debt==B2of2 or FFO==B1of3
F751L1	EBIT==B1of3 or debt==B2of2 or FFO==B2of3
F752L1	EBIT==B1of3 or debt==B2of2 or FFO==B3of3
F753L1	EBIT==B2of3 or debt==B2of2 or FFO==B1of3
F754L1	EBIT==B2of3 or debt==B2of2 or FFO==B2of3
F755L1	EBIT==B2of3 or debt==B2of2 or FFO==B3of3
F756L1	EBIT==B3of3 or debt==B2of2 or FFO==B1of3
F757L1	EBIT==B3of3 or debt==B2of2 or FFO==B2of3
F758L1	EBIT==B3of3 or debt==B2of2 or FFO==B3of3
F759L1	net_income==B1of3 or total_oper_liabilities or FFO==B1of3
F760L1	net_income==B1of3 or total_oper_liabilities or FFO==B2of3
F761L1	net_income==B1of3 or total_oper_liabilities or FFO==B3of3
F762L1	net_income==B2of3 or total_oper_liabilities or FFO==B1of3
F763L1	net_income==B2of3 or total_oper_liabilities or FFO==B2of3
F764L1	net_income==B2of3 or total_oper_liabilities or FFO==B3of3
F765L1	net_income==B3of3 or total_oper_liabilities or FFO==B1of3
F766L1	net_income==B3of3 or total_oper_liabilities or FFO==B2of3
F767L1	net_income==B3of3 or total_oper_liabilities or FFO==B3of3
F768L1	interest==B2of2 or equity==B2of2 or debt==B2of2
F769L1	financial_expenses or interest==B2of2 or net_income==B1of3
F770L1	financial_expenses or interest==B2of2 or net_income==B2of3
F771L1	financial_expenses or interest==B2of2 or net_income==B3of3
F772L1	interest==B2of2 or equity==B2of2 or total_oper_liabilities
F773L1	interest==B2of2 or net_income==B1of3 or equity==B2of2
F774L1	interest==B2of2 or net_income==B2of3 or equity==B2of2
F775L1	interest==B2of2 or net_income==B3of3 or equity==B2of2
F776L1	interest==B2of2 or equity==B2of2 or inventories
F777L1	interest==B2of2 or net_income==B1of3 or debt==B2of2
F778L1	interest==B2of2 or net_income==B2of3 or debt==B2of2
F779L1	interest==B2of2 or net_income==B3of3 or debt==B2of2
F780L1	interest==B2of2 or equity==B2of2 or st_liabilities
F781L1	financial_expenses or interest==B2of2 or FFO==B1of3
F782L1	financial_expenses or interest==B2of2 or FFO==B2of3
F783L1	financial_expenses or interest==B2of2 or FFO==B3of3
F784L1	equity==B2of2 or total_oper_liabilities or FFO==B1of3
F785L1	equity==B2of2 or total_oper_liabilities or FFO==B2of3
F786L1	equity==B2of2 or total_oper_liabilities or FFO==B3of3
F787L1	interest==B2of2 or net_income==B1of3 or total_oper_liabilities
F788L1	interest==B2of2 or net_income==B2of3 or total_oper_liabilities
F789L1	interest==B2of2 or net_income==B3of3 or total_oper_liabilities
F790L1	interest==B2of2 or net_income==B1of3 or st_liabilities
F791L1	interest==B2of2 or net_income==B2of3 or st_liabilities
F792L1	interest==B2of2 or net_income==B3of3 or st_liabilities
F793L1	interest==B2of2 or net_income==B1of3 or inventories
F794L1	interest==B2of2 or net_income==B2of3 or inventories
F795L1	interest==B2of2 or net_income==B3of3 or inventories
F796L1	interest==B2of2 or st_liabilities or FFO==B1of3
F797L1	interest==B2of2 or st_liabilities or FFO==B2of3
F798L1	interest==B2of2 or st_liabilities or FFO==B3of3
F799L1	interest==B2of2 or equity==B2of2 or FFO==B1of3
F800L1	interest==B2of2 or equity==B2of2 or FFO==B2of3
F801L1	interest==B2of2 or equity==B2of2 or FFO==B3of3
F802L1	interest==B2of2 or debt==B2of2 or total_oper_liabilities
F803L1	equity==B2of2 or total_oper_liabilities or st_liabilities
F804L1	equity==B2of2 or total_oper_liabilities or inventories
F805L1	interest==B2of2 or debt==B2of2 or st_liabilities
F806L1	interest==B2of2 or net_income==B1of3 or FFO==B1of3
F807L1	interest==B2of2 or net_income==B1of3 or FFO==B2of3
F808L1	interest==B2of2 or net_income==B1of3 or FFO==B3of3
F809L1	interest==B2of2 or net_income==B2of3 or FFO==B1of3
F810L1	interest==B2of2 or net_income==B2of3 or FFO==B2of3
F811L1	interest==B2of2 or net_income==B2of3 or FFO==B3of3
F812L1	interest==B2of2 or net_income==B3of3 or FFO==B1of3
F813L1	interest==B2of2 or net_income==B3of3 or FFO==B2of3
F814L1	interest==B2of2 or net_income==B3of3 or FFO==B3of3
F815L1	interest==B2of2 or debt==B2of2 or inventories
F816L1	total_oper_liabilities or st_liabilities or FFO==B1of3
F817L1	total_oper_liabilities or st_liabilities or FFO==B2of3
F818L1	total_oper_liabilities or st_liabilities or FFO==B3of3
F819L1	interest==B2of2 or inventories or FFO==B1of3
F820L1	interest==B2of2 or inventories or FFO==B2of3
F821L1	interest==B2of2 or inventories or FFO==B3of3
F822L1	debt==B2of2 or st_liabilities or FFO==B1of3
F823L1	debt==B2of2 or st_liabilities or FFO==B2of3
F824L1	debt==B2of2 or st_liabilities or FFO==B3of3
F825L1	interest==B2of2 or debt==B2of2 or FFO==B1of3
F826L1	interest==B2of2 or debt==B2of2 or FFO==B2of3
F827L1	interest==B2of2 or debt==B2of2 or FFO==B3of3
F828L1	financial_expenses or equity==B2of2 or total_oper_liabilities
F829L1	net_income==B1of3 or equity==B2of2 or debt==B2of2
F830L1	net_income==B2of3 or equity==B2of2 or debt==B2of2
F831L1	net_income==B3of3 or equity==B2of2 or debt==B2of2
F832L1	financial_expenses or net_income==B1of3 or equity==B2of2
F833L1	financial_expenses or net_income==B2of3 or equity==B2of2
F834L1	financial_expenses or net_income==B3of3 or equity==B2of2
F835L1	net_income==B1of3 or equity==B2of2 or st_liabilities
F836L1	net_income==B2of3 or equity==B2of2 or st_liabilities
F837L1	net_income==B3of3 or equity==B2of2 or st_liabilities
F838L1	financial_expenses or equity==B2of2 or inventories
F839L1	net_income==B1of3 or equity==B2of2 or total_oper_liabilities
F840L1	net_income==B2of3 or equity==B2of2 or total_oper_liabilities
F841L1	net_income==B3of3 or equity==B2of2 or total_oper_liabilities
F842L1	financial_expenses or net_income==B1of3 or total_oper_liabilities
F843L1	financial_expenses or net_income==B2of3 or total_oper_liabilities
F844L1	financial_expenses or net_income==B3of3 or total_oper_liabilities
F845L1	total_oper_liabilities or inventories or FFO==B1of3
F846L1	total_oper_liabilities or inventories or FFO==B2of3
F847L1	total_oper_liabilities or inventories or FFO==B3of3
F848L1	net_income==B1of3 or equity==B2of2 or inventories
F849L1	net_income==B2of3 or equity==B2of2 or inventories
F850L1	net_income==B3of3 or equity==B2of2 or inventories
F851L1	financial_expenses or net_income==B1of3 or inventories
F852L1	financial_expenses or net_income==B2of3 or inventories
F853L1	financial_expenses or net_income==B3of3 or inventories
F854L1	net_income==B1of3 or st_liabilities or FFO==B1of3
F855L1	net_income==B1of3 or st_liabilities or FFO==B2of3
F856L1	net_income==B1of3 or st_liabilities or FFO==B3of3
F857L1	net_income==B2of3 or st_liabilities or FFO==B1of3
F858L1	net_income==B2of3 or st_liabilities or FFO==B2of3
F859L1	net_income==B2of3 or st_liabilities or FFO==B3of3
F860L1	net_income==B3of3 or st_liabilities or FFO==B1of3
F861L1	net_income==B3of3 or st_liabilities or FFO==B2of3
F862L1	net_income==B3of3 or st_liabilities or FFO==B3of3
F863L1	debt==B2of2 or inventories or FFO==B1of3
F864L1	debt==B2of2 or inventories or FFO==B2of3
F865L1	debt==B2of2 or inventories or FFO==B3of3
F866L1	financial_expenses or equity==B2of2 or FFO==B1of3
F867L1	financial_expenses or equity==B2of2 or FFO==B2of3
F868L1	financial_expenses or equity==B2of2 or FFO==B3of3
F869L1	net_income==B1of3 or equity==B2of2 or FFO==B1of3
F870L1	net_income==B1of3 or equity==B2of2 or FFO==B2of3
F871L1	net_income==B1of3 or equity==B2of2 or FFO==B3of3
F872L1	net_income==B2of3 or equity==B2of2 or FFO==B1of3
F873L1	net_income==B2of3 or equity==B2of2 or FFO==B2of3
F874L1	net_income==B2of3 or equity==B2of2 or FFO==B3of3
F875L1	net_income==B3of3 or equity==B2of2 or FFO==B1of3
F876L1	net_income==B3of3 or equity==B2of2 or FFO==B2of3
F877L1	net_income==B3of3 or equity==B2of2 or FFO==B3of3
F878L1	financial_expenses or net_income==B1of3 or FFO==B1of3
F879L1	financial_expenses or net_income==B1of3 or FFO==B2of3
F880L1	financial_expenses or net_income==B1of3 or FFO==B3of3
F881L1	financial_expenses or net_income==B2of3 or FFO==B1of3
F882L1	financial_expenses or net_income==B2of3 or FFO==B2of3
F883L1	financial_expenses or net_income==B2of3 or FFO==B3of3
F884L1	financial_expenses or net_income==B3of3 or FFO==B1of3
F885L1	financial_expenses or net_income==B3of3 or FFO==B2of3
F886L1	financial_expenses or net_income==B3of3 or FFO==B3of3
F887L1	net_income==B1of3 or debt==B2of2 or total_oper_liabilities
F888L1	net_income==B2of3 or debt==B2of2 or total_oper_liabilities
F889L1	net_income==B3of3 or debt==B2of2 or total_oper_liabilities
F890L1	cost_of_labor or interest==B2of2 or equity==B2of2
F891L1	EBIT==B1of3 or total_oper_liabilities or st_liabilities
F892L1	EBIT==B2of3 or total_oper_liabilities or st_liabilities
F893L1	EBIT==B3of3 or total_oper_liabilities or st_liabilities
F894L1	net_income==B1of3 or debt==B2of2 or st_liabilities
F895L1	net_income==B2of3 or debt==B2of2 or st_liabilities
F896L1	net_income==B3of3 or debt==B2of2 or st_liabilities
F897L1	net_income==B1of3 or debt==B2of2 or inventories
F898L1	net_income==B2of3 or debt==B2of2 or inventories
F899L1	net_income==B3of3 or debt==B2of2 or inventories
F900L1	cost_of_labor or interest==B2of2 or debt==B2of2
F901L1	cost_of_labor or interest==B2of2 or total_oper_liabilities
F902L1	cost_of_labor or interest==B2of2 or st_liabilities
F903L1	financial_expenses or inventories or FFO==B1of3
F904L1	financial_expenses or inventories or FFO==B2of3
F905L1	financial_expenses or inventories or FFO==B3of3
F906L1	cost_of_labor or total_oper_liabilities or FFO==B1of3
F907L1	cost_of_labor or total_oper_liabilities or FFO==B2of3
F908L1	cost_of_labor or total_oper_liabilities or FFO==B3of3
F909L1	EBIT==B1of3 or total_oper_liabilities or FFO==B1of3
F910L1	EBIT==B1of3 or total_oper_liabilities or FFO==B2of3
F911L1	EBIT==B1of3 or total_oper_liabilities or FFO==B3of3
F912L1	EBIT==B2of3 or total_oper_liabilities or FFO==B1of3
F913L1	EBIT==B2of3 or total_oper_liabilities or FFO==B2of3
F914L1	EBIT==B2of3 or total_oper_liabilities or FFO==B3of3
F915L1	EBIT==B3of3 or total_oper_liabilities or FFO==B1of3
F916L1	EBIT==B3of3 or total_oper_liabilities or FFO==B2of3
F917L1	EBIT==B3of3 or total_oper_liabilities or FFO==B3of3
F918L1	equity==B2of2 or st_liabilities or FFO==B1of3
F919L1	equity==B2of2 or st_liabilities or FFO==B2of3
F920L1	equity==B2of2 or st_liabilities or FFO==B3of3
F921L1	net_income==B1of3 or inventories or FFO==B1of3
F922L1	net_income==B1of3 or inventories or FFO==B2of3
F923L1	net_income==B1of3 or inventories or FFO==B3of3
F924L1	net_income==B2of3 or inventories or FFO==B1of3
F925L1	net_income==B2of3 or inventories or FFO==B2of3
F926L1	net_income==B2of3 or inventories or FFO==B3of3
F927L1	net_income==B3of3 or inventories or FFO==B1of3
F928L1	net_income==B3of3 or inventories or FFO==B2of3
F929L1	net_income==B3of3 or inventories or FFO==B3of3
F930L1	cost_of_labor or interest==B2of2 or EBIT==B1of3
F931L1	cost_of_labor or interest==B2of2 or EBIT==B2of3
F932L1	cost_of_labor or interest==B2of2 or EBIT==B3of3
F933L1	cost_of_labor or interest==B2of2 or net_income==B1of3
F934L1	cost_of_labor or interest==B2of2 or net_income==B2of3
F935L1	cost_of_labor or interest==B2of2 or net_income==B3of3
F936L1	net_income==B1of3 or debt==B2of2 or FFO==B1of3
F937L1	net_income==B1of3 or debt==B2of2 or FFO==B2of3
F938L1	net_income==B1of3 or debt==B2of2 or FFO==B3of3
F939L1	net_income==B2of3 or debt==B2of2 or FFO==B1of3
F940L1	net_income==B2of3 or debt==B2of2 or FFO==B2of3
F941L1	net_income==B2of3 or debt==B2of2 or FFO==B3of3
F942L1	net_income==B3of3 or debt==B2of2 or FFO==B1of3
F943L1	net_income==B3of3 or debt==B2of2 or FFO==B2of3
F944L1	net_income==B3of3 or debt==B2of2 or FFO==B3of3
F945L1	cost_of_labor or EBIT==B1of3 or debt==B2of2
F946L1	cost_of_labor or EBIT==B2of3 or debt==B2of2
F947L1	cost_of_labor or EBIT==B3of3 or debt==B2of2
F948L1	cost_of_labor or interest==B2of2 or FFO==B1of3
F949L1	cost_of_labor or interest==B2of2 or FFO==B2of3
F950L1	cost_of_labor or interest==B2of2 or FFO==B3of3
F951L1	cost_of_labor or EBIT==B1of3 or equity==B2of2
F952L1	cost_of_labor or EBIT==B2of3 or equity==B2of2
F953L1	cost_of_labor or EBIT==B3of3 or equity==B2of2
F954L1	cost_of_labor or EBIT==B1of3 or total_oper_liabilities
F955L1	cost_of_labor or EBIT==B2of3 or total_oper_liabilities
F956L1	cost_of_labor or EBIT==B3of3 or total_oper_liabilities
F957L1	cost_of_labor or EBIT==B1of3 or st_liabilities
F958L1	cost_of_labor or EBIT==B2of3 or st_liabilities
F959L1	cost_of_labor or EBIT==B3of3 or st_liabilities
F960L1	equity==B2of2 or debt==B2of2 or FFO==B1of3
F961L1	equity==B2of2 or debt==B2of2 or FFO==B2of3
F962L1	equity==B2of2 or debt==B2of2 or FFO==B3of3
F963L1	equity==B2of2 or inventories or FFO==B1of3
F964L1	equity==B2of2 or inventories or FFO==B2of3
F965L1	equity==B2of2 or inventories or FFO==B3of3
F966L1	cost_of_labor or EBIT==B1of3 or net_income==B1of3
F967L1	cost_of_labor or EBIT==B1of3 or net_income==B2of3
F968L1	cost_of_labor or EBIT==B1of3 or net_income==B3of3
F969L1	cost_of_labor or EBIT==B2of3 or net_income==B1of3
F970L1	cost_of_labor or EBIT==B2of3 or net_income==B2of3
F971L1	cost_of_labor or EBIT==B2of3 or net_income==B3of3
F972L1	cost_of_labor or EBIT==B3of3 or net_income==B1of3
F973L1	cost_of_labor or EBIT==B3of3 or net_income==B2of3
F974L1	cost_of_labor or EBIT==B3of3 or net_income==B3of3
F975L1	interest==B2of2 or total_oper_liabilities or st_liabilities
F976L1	cost_of_labor or EBIT==B1of3 or FFO==B1of3
F977L1	cost_of_labor or EBIT==B1of3 or FFO==B2of3
F978L1	cost_of_labor or EBIT==B1of3 or FFO==B3of3
F979L1	cost_of_labor or EBIT==B2of3 or FFO==B1of3
F980L1	cost_of_labor or EBIT==B2of3 or FFO==B2of3
F981L1	cost_of_labor or EBIT==B2of3 or FFO==B3of3
F982L1	cost_of_labor or EBIT==B3of3 or FFO==B1of3
F983L1	cost_of_labor or EBIT==B3of3 or FFO==B2of3
F984L1	cost_of_labor or EBIT==B3of3 or FFO==B3of3
F985L1	interest==B2of2 or total_oper_liabilities or inventories
F986L1	equity==B2of2 or debt==B2of2 or total_oper_liabilities
F987L1	equity==B2of2 or debt==B2of2 or st_liabilities
F988L1	equity==B2of2 or debt==B2of2 or inventories
F989L1	interest==B2of2 or total_oper_liabilities or FFO==B1of3
F990L1	interest==B2of2 or total_oper_liabilities or FFO==B2of3
F991L1	interest==B2of2 or total_oper_liabilities or FFO==B3of3
F992L1	cost_of_labor or equity==B2of2 or debt==B2of2
F993L1	EBIT==B1of3 or equity==B2of2 or debt==B2of2
F994L1	EBIT==B2of3 or equity==B2of2 or debt==B2of2
